metric,lightgbm,xgboost,raw_difference_lightgbm_minus_xgboost,performance_advantage_lightgbm,performance_advantage_ci_lower_95,performance_advantage_ci_upper_95,ci_includes_zero,lightgbm_significantly_better,successful_bootstraps,bootstrap_unit
accuracy,0.7429256594724221,0.7441247002398081,-0.001199040767386,-0.001199040767386,-0.0034257055234568,0.0013046159668613,True,False,2000,series_id_paired
auc,0.808255446182,0.8098368635821109,-0.0015814174001109,-0.0015814174001109,-0.0032393936579987,2.2128618890171136e-06,True,False,2000,series_id_paired
log_loss,0.5240626574288818,0.5231460210364541,0.0009166363924276,-0.0009166363924276,-0.0022100474346084,0.0004072077735102,True,False,2000,series_id_paired
brier_score,0.1760026226340809,0.1756558998830955,0.0003467227509853,-0.0003467227509853,-0.00079462005422,8.369452702536968e-05,True,False,2000,series_id_paired
ece10,0.0141908440771736,0.0154496789067912,-0.0012588348296175,0.0012588348296175,-0.0064549462767972,0.0059759984485737,True,False,2000,series_id_paired
