iteration,validation_binary_logloss
213,0.5289002039018311
214,0.5289100280589618
215,0.5288958023405782
216,0.5289055322992965
217,0.5289346187638363
218,0.528919136452901
219,0.5289107725720358
220,0.528892744759474
221,0.5289037251734285
222,0.5288902390339707
223,0.5288775170630169
224,0.5288786628709532
225,0.5288785391573921
226,0.5288914981634263
227,0.5289198492651436
228,0.528935239509155
229,0.5289368572200436
230,0.5289215797755689
231,0.5289135170753958
232,0.5289080951432259
233,0.528931035977442
234,0.5289389700990327
235,0.5289644544052068
236,0.5290060011488945
237,0.5290045473277519
238,0.5290010122183473
239,0.5290236648664218
240,0.5290559898459435
241,0.5290737761708877
242,0.5290946062943617
243,0.5290842482836121
244,0.5291102735472225
245,0.5291212081200938
246,0.5291210085868138
247,0.5291234030788972
248,0.5291458181348074
249,0.5291858304130739
250,0.5291936985661799
251,0.5291680671555227
252,0.5291908577228991
253,0.529194212681015
254,0.5291824755342338
255,0.5291821169196291
256,0.5292061665897666
257,0.5292149746050645
258,0.5292178110014603
259,0.5292192303450884
260,0.5292206801522927
