grouped_permutation_rank,feature_group,encoded_column_count,baseline_auc,auc_decrease_mean,auc_decrease_std,auc_decrease_min,auc_decrease_max,n_repeats
1,purchase_end,43,0.808255446182,0.14479851340307742,0.0072287068599823255,0.12919993377324634,0.15622054154668064,20
2,first_kill_event,39,0.808255446182,0.13249628281590992,0.0056684602367615255,0.1222407056562076,0.1430128930022856,20
