feature,gain_rank,gain_normalized,permutation_rank,auc_decrease_mean,auc_decrease_std,shap_rank,mean_abs_shap,mean_rank
first_kill_advantage_ct,1,0.5421277595721532,1,0.1276472772779513,0.0069689154871475185,1,0.8863421602339572,1.0
eq_value_diff_ct,2,0.22433221747073437,2,0.02482032072934286,0.0026888951570965794,2,0.35073431694446383,2.0
ct_eq_value,3,0.03998174563853862,3,0.005119487176176068,0.0010773341636946428,3,0.12518524302039785,3.0
t_eq_value,6,0.02718079908770196,4,0.0016511780153003973,0.0009947043203855038,4,0.10392917852488334,4.666666666666667
helmet_diff_ct,4,0.03767842726216731,6,0.0007851110174384613,0.0008298849106978754,5,0.08113230120101983,5.0
ct_armor,10,0.013129155238443057,8,0.0006926829583250749,0.0006951619727557472,7,0.05200532534182431,8.333333333333334
rifle_diff_ct,7,0.017946152412053308,14,0.00022717021751520461,0.0009548822360093797,6,0.059652231039834476,9.0
armor_diff_ct,9,0.014523834136688165,12,0.000309400232808249,0.0004760493665238681,9,0.037516032654606735,10.0
score_diff_ct,13,0.003586115275523229,7,0.000724689481383628,0.0005410138249695082,11,0.03164931761324133,10.333333333333334
map_name_de_inferno,15,0.0019893794464313974,5,0.0008946722513591077,0.0005162098283365178,12,0.028806711549626555,10.666666666666666
ct_m4a1_s,14,0.002304656382321138,9,0.0006716700302724421,0.00044412963347029784,13,0.028396507878360164,12.0
first_kill_time,12,0.003982715939529821,10,0.00037159158200772977,0.00047591984799684554,14,0.025324343879062506,12.0
t_armor,11,0.005734742912926504,20,3.665300317111097e-05,0.00037348075236782216,15,0.023036103839120296,15.333333333333334
ct_grenades,16,0.0019266112185532722,13,0.00027748594756832887,0.0001421377382317707,19,0.009533353147889438,16.0
map_name_de_overpass,21,0.0016106924508590792,11,0.0003295138421294308,0.0003505517122092958,17,0.015152978239616251,16.333333333333332
t_cash,20,0.0016515942139614396,16,0.0001184737131440572,0.00012264727310621915,24,0.00507455124509569,20.0
map_name_de_dust2,26,0.0006725166826024205,15,0.00015941001001700816,0.00010350003427625891,21,0.006725411906611306,20.666666666666668
t_score,23,0.000964950700264815,18,5.832312568136433e-05,0.0001333255177419751,22,0.006430228079550924,21.0
ct_cash,22,0.0014861525434256857,30,7.771036218073846e-06,0.00012601442579743754,23,0.005705754182872951,25.0
ct_helmets,29,0.00044925705748155185,19,5.118045960257333e-05,7.372239556262531e-05,28,0.0036117698166204,25.333333333333332
ct_score,24,0.0007114513308244143,22,2.4829267797726874e-05,6.232568206980417e-05,32,0.0025713461881601007,26.0
ct_smgs,28,0.00048299277131916746,17,0.00010632714540551592,6.057885514539152e-05,36,0.0013384033617866876,27.0
first_kill_headshot,32,0.0004334928788273337,27,1.582455075568867e-05,0.00011999971527630859,27,0.003944406097209401,28.666666666666668
grenade_diff_ct,5,0.029650341895834882,74,-1.8557096132110205e-05,0.0006517817008155844,8,0.04586388227602029,29.0
ct_ak47,38,0.00016783296662332934,21,2.5451873073367716e-05,5.0342688166075394e-05,29,0.003078596936566016,29.333333333333332
t_ak47,35,0.00022879964683792083,23,2.4195132794774256e-05,6.13906421689035e-05,30,0.0028649247224197755,29.333333333333332
t_rifles,34,0.00035171299029282367,31,4.692599021877131e-06,7.175031021582923e-05,26,0.004050958716042621,30.333333333333332
first_kill_weapon_USP-S,30,0.0004488085748846701,32,2.548069739144454e-06,2.0943771110534122e-05,35,0.0014458364036800454,32.333333333333336
first_kill_weapon_AK-47,8,0.015167562892690922,82,-0.0004389251895948354,0.0006407657832728183,10,0.035144723506407675,33.333333333333336
first_kill_weapon_Desert Eagle,37,0.00020587992849923384,24,2.2874979015857778e-05,3.4704563523279674e-05,45,0.0005453390643860084,35.333333333333336
map_name_de_ancient,43,0.00010210471091448934,26,1.698328835200158e-05,3.39490877967407e-05,38,0.00115653492369414,35.666666666666664
t_grenades,18,0.0018456470559090284,73,-1.766930712797654e-05,0.00026668889340170185,18,0.010571856045227106,36.333333333333336
smg_diff_ct,17,0.0018521936259612826,79,-7.34904819795268e-05,0.0002889720941889528,16,0.018446063386957763,37.333333333333336
map_name_de_mirage,47,5.8238233650877916e-05,25,1.852250695008606e-05,1.4850909804480914e-05,41,0.0008893949922407493,37.666666666666664
cash_diff_ct,19,0.0016979773426767015,81,-0.00030715770084327465,0.00011039448382066093,20,0.00735247212428506,40.0
first_kill_weapon_Galil AR,48,4.6401882302904773e-05,29,8.52623335798608e-06,2.787983610555749e-05,44,0.0005962030758905932,40.333333333333336
ct_rifles,33,0.00035518165597920904,63,-9.166133224547401e-07,9.42308502198094e-05,31,0.0026480359011499207,42.333333333333336
t_m4a1_s,49,4.4126969381693485e-05,28,1.2452105512650302e-05,2.201181670460478e-05,50,0.000131001335234246,42.333333333333336
