gain_rank,feature,gain,split_count,gain_normalized,deployment_tree_count,available_tree_count
1,first_kill_advantage_ct,78188.47420406342,122,0.5421277595721532,211,211
2,eq_value_diff_ct,32354.354650080204,205,0.22433221747073437,211,211
3,ct_eq_value,5766.374498069286,182,0.03998174563853862,211,211
4,helmet_diff_ct,5434.177988529205,39,0.03767842726216731,211,211
5,grenade_diff_ct,4276.325924158096,53,0.029650341895834882,211,211
6,t_eq_value,3920.155665874481,165,0.02718079908770196,211,211
7,rifle_diff_ct,2588.2870783805847,38,0.017946152412053308,211,211
8,first_kill_weapon_AK-47,2187.544502258301,11,0.015167562892690922,211,211
9,armor_diff_ct,2094.7026059627533,43,0.014523834136688165,211,211
10,ct_armor,1893.5547895431519,59,0.013129155238443057,211,211
11,t_armor,827.0943341255188,21,0.005734742912926504,211,211
12,first_kill_time,574.4079269170761,71,0.003982715939529821,211,211
13,score_diff_ct,517.2081243991852,56,0.003586115275523229,211,211
14,ct_m4a1_s,332.38948369026184,25,0.002304656382321138,211,211
15,map_name_de_inferno,286.91861057281494,27,0.0019893794464313974,211,211
16,ct_grenades,277.8658515512943,19,0.0019266112185532722,211,211
17,smg_diff_ct,267.1329607963562,22,0.0018521936259612826,211,211
18,t_grenades,266.18878054618835,19,0.0018456470559090284,211,211
19,cash_diff_ct,244.8910894393921,32,0.0016979773426767015,211,211
20,t_cash,238.2014743089676,38,0.0016515942139614396,211,211
21,map_name_de_overpass,232.30241012573242,22,0.0016106924508590792,211,211
22,ct_cash,214.3406194448471,32,0.0014861525434256857,211,211
23,t_score,139.1701893210411,20,0.000964950700264815,211,211
24,ct_score,102.60919690132141,15,0.0007114513308244143,211,211
25,first_kill_weapon_M4A1,99.59413814544678,5,0.0006905461134641838,211,211
26,map_name_de_dust2,96.99384021759033,13,0.0006725166826024205,211,211
27,ct_m4a4,90.11534070968628,13,0.0006248239047934325,211,211
28,ct_smgs,69.65971982479095,10,0.00048299277131916746,211,211
29,ct_helmets,64.794180393219,4,0.00044925705748155185,211,211
30,first_kill_weapon_USP-S,64.7294979095459,2,0.0004488085748846701,211,211
31,round_num,63.37369501590729,18,0.00043940797725654116,211,211
32,first_kill_headshot,62.520588874816895,7,0.0004334928788273337,211,211
33,ct_rifles,51.22613859176636,4,0.00035518165597920904,211,211
34,t_rifles,50.72586965560913,5,0.00035171299029282367,211,211
35,t_ak47,32.99867045879364,5,0.00022879964683792083,211,211
36,ct_defuse_kits,32.49480962753296,3,0.0002253060763805334,211,211
37,first_kill_weapon_Desert Eagle,29.69306993484497,3,0.00020587992849923384,211,211
38,ct_ak47,24.205739974975586,3,0.00016783296662332934,211,211
39,awp_diff_ct,20.976670265197754,3,0.00014544388248932558,211,211
40,map_name_de_train,19.824280261993408,3,0.00013745366888111513,211,211
41,map_name_de_nuke,18.91325044631958,2,0.00013113695074711405,211,211
42,t_helmets,18.34897029399872,4,0.00012722445676557981,211,211
43,map_name_de_ancient,14.726070404052734,2,0.00010210471091448934,211,211
44,first_kill_weapon_AWP,14.147459745407104,3,9.809285490592406e-05,211,211
45,first_kill_weapon_P250,13.149217069149017,6,9.117143750907476e-05,211,211
46,t_smgs,10.729399681091309,1,7.439338687545222e-05,211,211
47,map_name_de_mirage,8.399419784545898,1,5.8238233650877916e-05,211,211
48,first_kill_weapon_Galil AR,6.692319869995117,1,4.6401882302904773e-05,211,211
49,t_m4a1_s,6.364220142364502,1,4.4126969381693485e-05,211,211
50,first_kill_weapon_Incendiary Grenade,5.774089813232422,1,4.00352405630318e-05,211,211
51,t_m4a4,4.593180179595947,1,3.184728318878184e-05,211,211
52,t_awp,2.666890025138855,2,1.849115395934806e-05,211,211
53,first_kill_weapon_Glock-18,2.0772199630737305,2,1.440261644933325e-05,211,211
54,ct_awp,0.0,0,0.0,211,211
55,first_kill_weapon_AUG,0.0,0,0.0,211,211
56,first_kill_weapon_CZ75 Auto,0.0,0,0.0,211,211
57,first_kill_weapon_Dual Berettas,0.0,0,0.0,211,211
58,first_kill_weapon_FAMAS,0.0,0,0.0,211,211
59,first_kill_weapon_Five-SeveN,0.0,0,0.0,211,211
60,first_kill_weapon_G3SG1,0.0,0,0.0,211,211
61,first_kill_weapon_HE Grenade,0.0,0,0.0,211,211
62,first_kill_weapon_Knife,0.0,0,0.0,211,211
63,first_kill_weapon_M4A4,0.0,0,0.0,211,211
64,first_kill_weapon_MAC-10,0.0,0,0.0,211,211
65,first_kill_weapon_MAG-7,0.0,0,0.0,211,211
66,first_kill_weapon_MP5-SD,0.0,0,0.0,211,211
67,first_kill_weapon_MP7,0.0,0,0.0,211,211
68,first_kill_weapon_MP9,0.0,0,0.0,211,211
69,first_kill_weapon_Molotov,0.0,0,0.0,211,211
70,first_kill_weapon_Negev,0.0,0,0.0,211,211
71,first_kill_weapon_Nova,0.0,0,0.0,211,211
72,first_kill_weapon_P2000,0.0,0,0.0,211,211
73,first_kill_weapon_P90,0.0,0,0.0,211,211
74,first_kill_weapon_PP-Bizon,0.0,0,0.0,211,211
75,first_kill_weapon_SCAR-20,0.0,0,0.0,211,211
76,first_kill_weapon_SG 553,0.0,0,0.0,211,211
77,first_kill_weapon_SSG 08,0.0,0,0.0,211,211
78,first_kill_weapon_Tec-9,0.0,0,0.0,211,211
79,first_kill_weapon_UMP-45,0.0,0,0.0,211,211
80,first_kill_weapon_XM1014,0.0,0,0.0,211,211
81,first_kill_weapon_Zeus x27,0.0,0,0.0,211,211
82,map_name_de_vertigo,0.0,0,0.0,211,211
