grouped_permutation_rank,feature_group,encoded_column_count,baseline_auc,auc_decrease_mean,auc_decrease_std,auc_decrease_min,auc_decrease_max,n_repeats
1,purchase_end,43,0.8098368635821109,0.1427168960774944,0.0071651836883115,0.1265599721072835,0.1537421113605631,20
2,first_kill_event,39,0.8098368635821109,0.1363791836768576,0.0058371628156422,0.1255425889679877,0.1468951827876849,20
