grouped_permutation_rank,feature_group,encoded_column_count,baseline_auc,auc_decrease_mean,auc_decrease_std,auc_decrease_min,auc_decrease_max,n_repeats
1,first_kill_advantage_ct,1,0.808255446182,0.12908128711419226,0.005079855773632879,0.11686254904746007,0.13706620553906546,20
2,eq_value_diff_ct,1,0.808255446182,0.025299703732126616,0.0035819744321210108,0.019744081560368554,0.03600284184719149,20
3,ct_eq_value,1,0.808255446182,0.005916594874897823,0.001010825774123639,0.003332552386469012,0.007561771667124795,20
4,t_eq_value,1,0.808255446182,0.0014606550360926397,0.0010341300276005474,-0.0001918546627139861,0.0032904688817271266,20
5,map_name,8,0.808255446182,0.001437710878712789,0.0005824472884203988,0.0003245618242426751,0.002488576346164839,20
6,helmet_diff_ct,1,0.808255446182,0.0007475010468992293,0.0010294664416940322,-0.0015103942797795034,0.0029062983672061282,20
7,score_diff_ct,1,0.808255446182,0.0007457715878002203,0.00044710064557446804,-6.537355394165001e-05,0.001810167190269829,20
8,rifle_diff_ct,1,0.808255446182,0.0006769448805243438,0.0009680712090300463,-0.0006998544487222258,0.0034555745770435964,20
9,ct_m4a1_s,1,0.808255446182,0.0005488380801989601,0.00037157431062645766,-0.0004187596965006257,0.0010797589641324823,20
10,armor_diff_ct,1,0.808255446182,0.00046092967419754106,0.0005504957701742872,-0.0006841740195582258,0.0013665032827439028,20
11,first_kill_time,1,0.808255446182,0.00042795465404361075,0.0004579670696074566,-0.0008594258749217154,0.0012657334659098574,20
12,ct_armor,1,0.808255446182,0.00030621802806608535,0.0005211331859365621,-0.0008469737694092316,0.001101550148779662,20
13,ct_grenades,1,0.808255446182,0.0002724647513176026,0.00013614290737185418,4.104582928254885e-05,0.0005473161561917461,20
14,ct_smgs,1,0.808255446182,0.00010402696480389384,5.3958592668271936e-05,-2.3290049199542473e-05,0.00020776568642466575,20
15,t_cash,1,0.808255446182,0.00010302387852644812,0.00010271460944141378,-0.00010042392501441455,0.00028351599496012625,20
16,grenade_diff_ct,1,0.808255446182,9.215134565753735e-05,0.000924197923595893,-0.0017828417365061133,0.001966740887364704,20
17,t_grenades,1,0.808255446182,8.058126428533985e-05,0.0001729968172975572,-0.0002550375684634565,0.000396161430940678,20
18,smg_diff_ct,1,0.808255446182,5.963751459661104e-05,0.00030390880806669264,-0.0007193396879041636,0.0006468177030199973,20
19,ct_helmets,1,0.808255446182,5.2183545880007956e-05,6.364973831038111e-05,-9.154603497285585e-05,0.00016556688440938494,20
20,ct_ak47,1,0.808255446182,4.3098120746687395e-05,4.88711481243674e-05,-4.231409928856511e-05,0.00014492867249493724,20
21,t_ak47,1,0.808255446182,3.038659636914742e-05,4.6179292393674234e-05,-7.551971398900292e-05,0.00013017062151687853,20
22,ct_rifles,1,0.808255446182,2.4881151570699257e-05,8.176932367399655e-05,-0.0001140290032597413,0.00014492867249482622,20
23,t_armor,1,0.808255446182,2.272509256063815e-05,0.00035420043116713454,-0.0008820241404819962,0.0005747569072290792,20
24,t_rifles,1,0.808255446182,1.568619402778637e-05,6.533358903451609e-05,-8.01316049195977e-05,0.0001727153153519012,20
25,ct_score,1,0.808255446182,1.0688057231744707e-05,8.486874084658178e-05,-0.0001810167190269274,0.00017087055897957448,20
26,t_m4a1_s,1,0.808255446182,2.4039481475612858e-06,1.642900275663596e-05,-4.0815234735980255e-05,2.5365400118326775e-05,20
27,first_kill_headshot,1,0.808255446182,9.223781859968306e-08,0.00011813563419903567,-0.00022874979015896635,0.0002144529282739338,20
28,ct_awp,1,0.808255446182,0.0,0.0,0.0,0.0,20
29,t_score,1,0.808255446182,-8.589646858681021e-07,0.000132725904651786,-0.00019808071547022799,0.00035015781890757047,20
30,t_smgs,1,0.808255446182,-4.219880201544734e-06,1.3454969492747071e-05,-3.850928927073838e-05,1.752518553632676e-05,20
31,awp_diff_ct,1,0.808255446182,-7.275257943079038e-06,2.168869814423845e-05,-5.3497934795254665e-05,2.5365400118437798e-05,20
32,t_m4a4,1,0.808255446182,-8.105398310587208e-06,1.2760970739638343e-05,-3.19373446946436e-05,2.190648192046396e-05,20
33,ct_cash,1,0.808255446182,-1.1460548962605176e-05,0.00011266251331589646,-0.00030438480142114255,0.00017456007172411692,20
34,t_awp,1,0.808255446182,-1.5772666982716288e-05,8.325836363542527e-06,-3.18220474213593e-05,-2.0753509187843022e-06,20
35,ct_defuse_kits,1,0.808255446182,-1.6141618257198286e-05,2.1832688742907298e-05,-6.71030130404704e-05,2.0753509187843022e-05,20
36,t_helmets,1,0.808255446182,-1.9785012092399247e-05,9.827792407092241e-06,-4.242939656184941e-05,-3.574215471147113e-06,20
37,round_num,1,0.808255446182,-1.9877249910987825e-05,3.3652949476004996e-05,-8.739533313539827e-05,3.2052641967816875e-05,20
38,ct_m4a4,1,0.808255446182,-0.0001330299938939017,0.000138927533505739,-0.0003336703088306914,0.000183207367218996,20
39,cash_diff_ct,1,0.808255446182,-0.00024970506957499027,0.00017017185375006464,-0.0005760251772349845,5.5803880260607563e-05,20
40,first_kill_weapon,36,0.808255446182,-0.000568588503109363,0.0006563904201329477,-0.0024731265115472967,0.0006849811004709938,20
