map_name,rounds,series,ct_win_rate,accuracy,log_loss,brier_score,ece10,auc
de_inferno,1015,36,0.49064039408866994,0.6285714285714286,0.6050045022201477,0.21139104921332813,0.04115284597638789,0.7108802715698384
de_nuke,718,27,0.564066852367688,0.6406685236768802,0.6029858234316473,0.20956991020469076,0.03125985048732051,0.6970417702047096
de_mirage,706,28,0.5226628895184136,0.6501416430594901,0.5987208823572608,0.20718625600415722,0.0405707767512913,0.7311162577501146
de_overpass,491,19,0.539714867617108,0.6761710794297352,0.5577748519936058,0.19235618326027906,0.05433759836066523,0.7522374352980463
de_dust2,401,16,0.516209476309227,0.6608478802992519,0.5716693709066513,0.19617161130159333,0.04231079833168639,0.762525524179491
de_vertigo,364,14,0.5054945054945055,0.6510989010989011,0.5890801687199819,0.2042336229911926,0.041204937539257816,0.7362016908212561
de_ancient,338,13,0.5562130177514792,0.6479289940828402,0.605057080642891,0.21018244435476427,0.04624423627140956,0.6959929078014184
de_train,139,6,0.5179856115107914,0.6546762589928058,0.553591258881223,0.1919973628710535,0.05250549469169954,0.7738391376451079
