equipment_band,rounds,series,ct_win_rate,accuracy,accuracy_ci_lower_95,accuracy_ci_upper_95,accuracy_successful_bootstraps,auc,auc_ci_lower_95,auc_ci_upper_95,auc_successful_bootstraps,log_loss,log_loss_ci_lower_95,log_loss_ci_upper_95,log_loss_successful_bootstraps,brier_score,brier_score_ci_lower_95,brier_score_ci_upper_95,brier_score_successful_bootstraps,ece10,ece10_ci_lower_95,ece10_ci_upper_95,ece10_successful_bootstraps
ct_major,1574,79,0.704574332909784,0.704574332909784,0.6833490093765804,0.7240081714173511,2000,0.6854378157208373,0.6606174541208131,0.7092464042502795,2000,0.5549220224735002,0.5369335347365748,0.5764994747434086,2000,0.18912988230083205,0.18224168123571782,0.19668513301974894,2000,0.01668856138500637,0.008356731892541224,0.04024100854249521,2000
t_major,930,78,0.21935483870967742,0.7806451612903226,0.7523988523525911,0.8074873923477032,2000,0.7156626424674554,0.6761019725744685,0.7529599000456496,2000,0.47731910401132294,0.4465012318654214,0.5093027455553907,2000,0.15503917736981546,0.14257287633446344,0.16806472563350755,2000,0.025225801276344093,0.020013104090286712,0.055235323747756714,2000
ct_moderate,708,79,0.5494350282485876,0.5494350282485876,0.5095870868076237,0.5894785924639432,2000,0.5505757871239655,0.5056148669994026,0.594985690129889,2000,0.6860937959573347,0.674782962971096,0.6973169961401026,2000,0.2464893292998586,0.24088003556653995,0.2520474046060939,2000,0.015576409661016933,0.0028267193790332034,0.05507758264491599,2000
balanced,696,79,0.49712643678160917,0.5043103448275862,0.4710252600297177,0.5376889784590987,2000,0.5437283236994219,0.4952592808832481,0.5884127003183499,2000,0.693384608832892,0.6871536876602905,0.6998318030026224,2000,0.2501180764870068,0.24703539956401968,0.25332719099708867,2000,0.03300527320402292,0.010573439886957355,0.06928403223975739,2000
t_moderate,264,71,0.5303030303030303,0.4772727272727273,0.42221994535519125,0.5354673252279636,2000,0.5394009216589861,0.4617236622305424,0.6143049646624797,2000,0.6932073386804797,0.6850460478157614,0.7018048323243717,2000,0.25005739214585543,0.2459890726558365,0.2543411208322151,2000,0.0601987023863637,0.020153981054376085,0.12345887787260525,2000
