round_stage,rounds,series,ct_win_rate,accuracy,accuracy_ci_lower_95,accuracy_ci_upper_95,accuracy_successful_bootstraps,auc,auc_ci_lower_95,auc_ci_upper_95,auc_successful_bootstraps,log_loss,log_loss_ci_lower_95,log_loss_ci_upper_95,log_loss_successful_bootstraps,brier_score,brier_score_ci_lower_95,brier_score_ci_upper_95,brier_score_successful_bootstraps,ece10,ece10_ci_lower_95,ece10_ci_upper_95,ece10_successful_bootstraps
early_01_10,1590,79,0.519496855345912,0.6534591194968553,0.6274318567275077,0.6777196851923823,2000,0.735876234423133,0.7121054665100698,0.7568915805453561,2000,0.586404927251606,0.5683066974447367,0.6061611072762878,2000,0.2024203830873334,0.19565286315576363,0.20995895592374114,2000,0.028436005594968564,0.020913580529627388,0.05520993958469342,2000
middle_11_20,1583,79,0.5022109917877448,0.6399241945672773,0.6190754694124773,0.6619447050152434,2000,0.728889314561185,0.7090184986526978,0.7470736765243169,2000,0.590700010154814,0.5764964864280725,0.6052349611763391,2000,0.20571272570383084,0.19988006371255004,0.21159715514116556,2000,0.03533343445546431,0.0238809734494667,0.06233589921941362,2000
late_21_plus,999,76,0.5675675675675675,0.6496496496496497,0.6152971114817029,0.6837719298245614,2000,0.7037629009079626,0.6705740074472252,0.7383443094683397,2000,0.601850763158987,0.5786341734135516,0.6250788278293979,2000,0.2092061999030793,0.19938055377780792,0.21863991837372965,2000,0.026758101059059035,0.022912764324797025,0.06214997987096776,2000
