iteration,logloss
282,0.5961510945569395
283,0.5961580591238501
284,0.5961745013901852
285,0.5961836645241854
286,0.5961695876132546
287,0.5961802645842045
288,0.5961873653180328
289,0.5961829935061592
290,0.5961767822996378
291,0.5961866423234272
292,0.5961950032279419
293,0.5962231196000781
294,0.5962269473833149
295,0.5962384936367529
296,0.5962381972501227
297,0.5962551968124404
298,0.5962553093817778
299,0.5962764060409264
300,0.5962591217674075
301,0.5962641501782555
302,0.5962623384565577
303,0.5962634951528606
304,0.5962591267029725
305,0.5962481900246098
306,0.5962522923378474
307,0.5962468706743752
308,0.596255013847897
309,0.5962585376960121
310,0.5962633970960406
311,0.5962617802639272
312,0.5962404309674155
