iteration,val_log_loss
210,0.5284775686000668
211,0.5284866033356554
212,0.5284621646660282
213,0.5284496074679075
214,0.5284313137739198
215,0.5284140183535595
216,0.5284060906139372
217,0.5284168300186382
218,0.5283927495881157
219,0.5283884133310653
220,0.528389574668502
221,0.5283898524690711
222,0.5283595157028612
223,0.5283491944266041
224,0.5283464292430695
225,0.5283464271475937
226,0.5283320814515349
227,0.5283087473453947
228,0.5283087447292775
229,0.5283137922614624
230,0.5283043047726639
231,0.5282845721672687
232,0.5282655463947507
233,0.5282664122910241
234,0.5282702049980363
235,0.5282679700188474
236,0.5282532529096096
237,0.5282505221291397
238,0.528234106835546
239,0.528223435366642
240,0.5282247339717663
241,0.5282293498835724
242,0.528221195782704
243,0.5281943577291874
244,0.5281992733686002
245,0.5281981042958885
246,0.528204120866096
247,0.5281864252984506
248,0.5281603652697874
249,0.5281534077638376
250,0.5281333184177118
251,0.5281096783667637
252,0.5281122267720588
253,0.528103363509784
254,0.5280933661387929
255,0.5280938244385361
256,0.528094379404176
257,0.5280831532774762
258,0.5280592709285141
259,0.5280554527036194
260,0.52804562384926
261,0.5280321166400102
262,0.5280367995736529
263,0.5280396780660234
264,0.528037510489525
265,0.5280535960252563
266,0.5280494311998952
267,0.5280291142345479
268,0.5280187891510869
269,0.5280197882705615
270,0.528019417905677
271,0.5280083726285102
272,0.5279958326390447
273,0.5279706877080437
274,0.5279734333576216
275,0.527978406150836
276,0.5279707211457294
277,0.5279825035142971
278,0.5279777030777507
279,0.5279745804016829
280,0.5279769789324904
281,0.527979618424539
282,0.5279774732785798
283,0.5279565264061752
284,0.5279590410708377
285,0.5279587902134039
286,0.5279518903462825
287,0.5279470623692767
288,0.5279447220942098
289,0.5279570969733602
290,0.5279520529414257
291,0.5279340286795708
292,0.5279447290497471
293,0.527940563529233
294,0.5279258249214464
295,0.5279274278109578
296,0.527933319371588
297,0.527934471144827
298,0.527929531579506
299,0.5279214480059554
300,0.5279335972378217
301,0.5279357782857765
302,0.5279278240161485
303,0.5279132625499667
304,0.5279185791838474
305,0.5279301485742565
306,0.5279061111291455
307,0.5278979961446043
308,0.5279025782256282
309,0.5279076991261769
310,0.527917283068631
311,0.5278998292972784
312,0.5278943444461514
313,0.5278853149767422
314,0.5278874159615619
315,0.5278746601921794
316,0.5278822060226575
317,0.5278796633812564
318,0.5278687497098301
319,0.5278724349964407
320,0.5278776491168364
321,0.5278914171007478
322,0.5279060533665563
323,0.5279100657822243
324,0.5279105297012885
325,0.5279083725627705
326,0.5279078750565503
327,0.5279053727039769
328,0.5278926874101598
329,0.527889269386306
330,0.5278867754938765
331,0.5278866678381955
332,0.5278879559849724
333,0.5278781354432902
334,0.5278734717122768
335,0.5278653952919248
336,0.5278628546491722
337,0.5278530717745243
338,0.5278539936992884
339,0.5278510581639668
340,0.5278529725344692
341,0.527856411207129
342,0.5278607648722765
343,0.527869804778553
344,0.5278680808504956
345,0.5278770157373528
346,0.527884601855768
347,0.5278656406757238
348,0.5278660967624631
349,0.5278755057252317
350,0.5278552823901901
351,0.5278481623468596
352,0.5278385573450296
353,0.5278465818847711
354,0.5278465643897519
355,0.5278475838819079
356,0.5278455312605315
357,0.527848625342058
358,0.5278636330394092
359,0.5278552800151395
360,0.527856810394711
361,0.5278638830808228
362,0.5278775564560276
363,0.5278676223394018
364,0.5278562030817977
365,0.5278441804300025
366,0.5278437711593622
367,0.5278420352588905
368,0.5278343597527622
369,0.5278299027226062
370,0.5278481447927424
371,0.5278360809135628
372,0.5278281093190867
373,0.5278396162540112
374,0.5278502928863688
375,0.5278438388529798
376,0.5278467707920029
377,0.5278426281187192
378,0.5278443658700387
379,0.5278356432944561
380,0.5278390810385758
381,0.5278364265786999
382,0.5278569700236007
383,0.5278519431868547
384,0.5278533473662074
385,0.5278527502317327
386,0.5278686856440078
387,0.5278570782547918
388,0.5278703260478002
389,0.527870941519747
390,0.5278757818882513
391,0.5278768756986243
392,0.5278788300168329
393,0.5278904314604089
394,0.5278595739956207
395,0.5278534114347009
396,0.5278386686310657
397,0.5278345302826223
398,0.5278420478252901
399,0.5278390652892856
400,0.5278206624220443
401,0.527818996405935
402,0.5278184769695614
403,0.5278315066318646
404,0.5278301775014966
405,0.5278252714960083
406,0.5278286974098383
407,0.5278192027818089
408,0.5277960860381552
409,0.527813805688636
410,0.527810042241602
411,0.5278183902795454
412,0.5278138683042751
413,0.5278239028892715
414,0.5278280810635523
415,0.5278217254696684
416,0.5278243744018756
417,0.5278139898311868
418,0.5278089969858227
419,0.5278088830001977
420,0.5278126546180626
421,0.5278287819642564
422,0.5278248029218895
423,0.5278311855723746
424,0.5278381018828263
425,0.527824082989673
426,0.527830194111548
427,0.5278302784215607
428,0.5278289339402855
429,0.5278178706515204
430,0.5278257607814814
431,0.5278255609107866
432,0.5278266780620421
433,0.5278217399043337
434,0.5278276064521414
435,0.5278211219865521
436,0.5278098500795826
437,0.5278118009494046
438,0.5278218638301132
439,0.5278383921657112
440,0.5278434634007679
441,0.5278444693053861
442,0.527845272398487
443,0.5278475892918815
444,0.5278491355984268
445,0.5278509663619715
446,0.5278264450241102
447,0.5278291771467508
448,0.527830321685156
449,0.527833819518502
450,0.5278303016543194
451,0.5278287530061121
452,0.5278095204935607
453,0.5278060509112973
454,0.5278001585669226
455,0.5278001657653627
456,0.5278060620674689
457,0.5277995834696123
458,0.5278069507670108
