seed,best_iteration,best_tree_count,elapsed_seconds,train_accuracy,train_log_loss,train_brier_score,train_ece10,train_auc,val_accuracy,val_log_loss,val_brier_score,val_ece10,val_auc
42,408,409,0.608408000000054,0.7502193829197235,0.5161161435718142,0.1727772577694808,0.01142570040091603,0.8161697507710125,0.7434273422562141,0.5277960858946873,0.1774675412367743,0.011932839019233839,0.8033236207281457
43,302,303,0.4386861000002682,0.7498332689810102,0.517755925028406,0.17337353883072068,0.010618638311913557,0.8145310454936392,0.7441443594646272,0.5278873861195132,0.1774927612615052,0.011470702019374071,0.803356493071601
44,449,450,0.620252900000196,0.750675699392748,0.5155812327699706,0.17258724544308154,0.012587587329960131,0.8167934904381189,0.7437858508604207,0.527905749872668,0.17754051519040337,0.012199410726850494,0.8030381337558141
45,360,361,0.5327715999992506,0.749868370248166,0.5167486485944052,0.17302713271002593,0.009657825394569695,0.8154450672720011,0.7436663479923518,0.5278545422055263,0.17752656006165674,0.01029996913499384,0.8033042418357156
46,372,373,0.5182680999987497,0.7506054968584366,0.516590045699578,0.1729557216174089,0.009888736009657924,0.8156075587082999,0.7445028680688337,0.5279258571264485,0.17752815191139099,0.010340207248808641,0.8032041032034256
