metric,point_estimate,ci_lower_95,ci_upper_95,successful_bootstraps,bootstrap_unit
accuracy,0.7441247002398081,0.7318765094614148,0.7560807187669275,2000,series_id
auc,0.8098368635821109,0.7977312428624149,0.8220810479020739,2000,series_id
log_loss,0.5231460210364541,0.5097471335969759,0.5361462109319748,2000,series_id
brier_score,0.17565589988309552,0.1700395787907971,0.1811841233808533,2000,series_id
ece10,0.01544967890679123,0.012110944619689942,0.031796746152451975,2000,series_id
