equipment_band,rounds,series,ct_win_rate,accuracy,accuracy_ci_lower_95,accuracy_ci_upper_95,accuracy_successful_bootstraps,auc,auc_ci_lower_95,auc_ci_upper_95,auc_successful_bootstraps,log_loss,log_loss_ci_lower_95,log_loss_ci_upper_95,log_loss_successful_bootstraps,brier_score,brier_score_ci_lower_95,brier_score_ci_upper_95,brier_score_successful_bootstraps,ece10,ece10_ci_lower_95,ece10_ci_upper_95,ece10_successful_bootstraps
ct_major,1574,79,0.704574332909784,0.7630241423125794,0.7430021377451436,0.7841651326944515,2000,0.7814470073785353,0.7601025944185614,0.8030623091577638,2000,0.49348692471727834,0.47140450921919136,0.5161403932064026,2000,0.16412036656978848,0.15464539420185,0.17340567632935242,2000,0.014781620121517208,0.011817894338545482,0.04084922865483623,2000
t_major,928,78,0.21982758620689655,0.8006465517241379,0.7761110367445285,0.8245342793276221,2000,0.8106245260535153,0.7753139140197252,0.84444073985034,2000,0.41560283169344275,0.3831216917975279,0.44919957883629325,2000,0.1330483076793515,0.12060151905379085,0.14597998663547895,2000,0.0322244186998056,0.021952719929352958,0.05899950769241356,2000
ct_moderate,708,79,0.5494350282485876,0.6991525423728814,0.6643202607317775,0.7324774571273329,2000,0.7110427025328188,0.6766539495949185,0.7432732730098478,2000,0.6083011794436313,0.5798182641923443,0.6388660814732272,2000,0.20893323276990602,0.19565383987117307,0.22325363563119843,2000,0.007629192902543454,0.011130636052834543,0.05415651663089932,2000
balanced,696,79,0.49712643678160917,0.6853448275862069,0.6501892311857703,0.7224671264642759,2000,0.7092733278282412,0.6696316670546392,0.7506330452241078,2000,0.6190942335040867,0.5878373792148639,0.6483233396571643,2000,0.2140979466554996,0.19944898016267082,0.2278224367866233,2000,0.03492487922053915,0.019430203443831198,0.07003250660062954,2000
t_moderate,264,71,0.5303030303030303,0.7083333333333334,0.6518711883847144,0.7636519184237814,2000,0.7523617511520737,0.6901294435491515,0.8099090070271284,2000,0.5966827228809374,0.5491488269179191,0.6454589582425946,2000,0.20361331943902217,0.18148043318328963,0.2263225855630404,2000,0.03193046530765113,0.021062462212642186,0.10393556845035001,2000
