round_stage,rounds,series,ct_win_rate,accuracy,accuracy_ci_lower_95,accuracy_ci_upper_95,accuracy_successful_bootstraps,auc,auc_ci_lower_95,auc_ci_upper_95,auc_successful_bootstraps,log_loss,log_loss_ci_lower_95,log_loss_ci_upper_95,log_loss_successful_bootstraps,brier_score,brier_score_ci_lower_95,brier_score_ci_upper_95,brier_score_successful_bootstraps,ece10,ece10_ci_lower_95,ece10_ci_upper_95,ece10_successful_bootstraps
early_01_10,1588,79,0.5201511335012594,0.7670025188916877,0.7471248373957733,0.7865176961010054,2000,0.834722725337299,0.8153886189408938,0.8523849279345166,2000,0.4977679110729013,0.476461131521644,0.5191110921404098,2000,0.16438112956016854,0.15536382970414617,0.17344453412028119,2000,0.0200534060641992,0.018489609776338,0.047250790262197265,2000
middle_11_20,1583,79,0.5022109917877448,0.7239418825015793,0.7052341772460581,0.7430665423368819,2000,0.7991515819046706,0.7809103107932363,0.8165021736671128,2000,0.5365171425294263,0.5177347721438462,0.5560201537308976,2000,0.18242349335821972,0.17415912024740862,0.1906755925333852,2000,0.030708564788371386,0.021887348762297927,0.057570221334711826,2000
late_21_plus,999,76,0.5675675675675675,0.7397397397397397,0.7163368857990502,0.7650689479060265,2000,0.7825380495133581,0.7569332289055972,0.8091495716070846,2000,0.5422991274416062,0.5151260449083299,0.5677130134988078,2000,0.18285433311801694,0.17152461292508514,0.1933019537487636,2000,0.028354741490303377,0.0273695135980017,0.06653117175818421,2000
