series_id,game_id,round_id,y_true,ct_win_probability,predicted_label,correct,map_name,round_num,eq_value_diff_ct,first_kill_advantage_ct,first_kill_time,first_kill_headshot,first_kill_weapon,prediction_confidence,case_type,row_position,base_value_log_odds,model_log_odds,reconstructed_ct_probability,contribution_rank,feature,feature_value,shap_value_log_odds,direction
c7f0e145-6303-40e6-9b79-ab0f825db57d,online:178eb7eb-2dd3-4394-9a5e-232c52ae0cdb,online:178eb7eb-2dd3-4394-9a5e-232c52ae0cdb_20,0,0.012751465663313866,0,True,de_nuke,20,-21450,-1,42.22834645669291,1,MAC-10,0.9872485343366861,t_high_probability,2129,0.17570295929908752,-4.349273681640625,0.01275148977038538,3,eq_value_diff_ct,-21450.0,-0.9306640625,toward_t
c7f0e145-6303-40e6-9b79-ab0f825db57d,online:178eb7eb-2dd3-4394-9a5e-232c52ae0cdb,online:178eb7eb-2dd3-4394-9a5e-232c52ae0cdb_20,0,0.012751465663313866,0,True,de_nuke,20,-21450,-1,42.22834645669291,1,MAC-10,0.9872485343366861,t_high_probability,2129,0.17570295929908752,-4.349273681640625,0.01275148977038538,4,ct_armor,0.0,-0.39296334981918335,toward_t
c7f0e145-6303-40e6-9b79-ab0f825db57d,online:178eb7eb-2dd3-4394-9a5e-232c52ae0cdb,online:178eb7eb-2dd3-4394-9a5e-232c52ae0cdb_20,0,0.012751465663313866,0,True,de_nuke,20,-21450,-1,42.22834645669291,1,MAC-10,0.9872485343366861,t_high_probability,2129,0.17570295929908752,-4.349273681640625,0.01275148977038538,5,armor_diff_ct,-5.0,-0.1851673275232315,toward_t
c7f0e145-6303-40e6-9b79-ab0f825db57d,online:178eb7eb-2dd3-4394-9a5e-232c52ae0cdb,online:178eb7eb-2dd3-4394-9a5e-232c52ae0cdb_20,0,0.012751465663313866,0,True,de_nuke,20,-21450,-1,42.22834645669291,1,MAC-10,0.9872485343366861,t_high_probability,2129,0.17570295929908752,-4.349273681640625,0.01275148977038538,6,smg_diff_ct,-1.0,-0.1600160151720047,toward_t
c7f0e145-6303-40e6-9b79-ab0f825db57d,online:178eb7eb-2dd3-4394-9a5e-232c52ae0cdb,online:178eb7eb-2dd3-4394-9a5e-232c52ae0cdb_20,0,0.012751465663313866,0,True,de_nuke,20,-21450,-1,42.22834645669291,1,MAC-10,0.9872485343366861,t_high_probability,2129,0.17570295929908752,-4.349273681640625,0.01275148977038538,7,grenade_diff_ct,-15.0,-0.08809813112020493,toward_t
c7f0e145-6303-40e6-9b79-ab0f825db57d,online:178eb7eb-2dd3-4394-9a5e-232c52ae0cdb,online:178eb7eb-2dd3-4394-9a5e-232c52ae0cdb_20,0,0.012751465663313866,0,True,de_nuke,20,-21450,-1,42.22834645669291,1,MAC-10,0.9872485343366861,t_high_probability,2129,0.17570295929908752,-4.349273681640625,0.01275148977038538,8,helmet_diff_ct,-5.0,-0.08472797274589539,toward_t
c7f0e145-6303-40e6-9b79-ab0f825db57d,online:178eb7eb-2dd3-4394-9a5e-232c52ae0cdb,online:178eb7eb-2dd3-4394-9a5e-232c52ae0cdb_20,0,0.012751465663313866,0,True,de_nuke,20,-21450,-1,42.22834645669291,1,MAC-10,0.9872485343366861,t_high_probability,2129,0.17570295929908752,-4.349273681640625,0.01275148977038538,9,t_eq_value,22650.0,-0.06619006395339966,toward_t
c7f0e145-6303-40e6-9b79-ab0f825db57d,online:178eb7eb-2dd3-4394-9a5e-232c52ae0cdb,online:178eb7eb-2dd3-4394-9a5e-232c52ae0cdb_20,0,0.012751465663313866,0,True,de_nuke,20,-21450,-1,42.22834645669291,1,MAC-10,0.9872485343366861,t_high_probability,2129,0.17570295929908752,-4.349273681640625,0.01275148977038538,10,score_diff_ct,-3.0,-0.06330878287553787,toward_t
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_2,0,0.989380955696106,1,False,de_vertigo,2,18850,1,56.171875,0,MP9,0.989380955696106,high_confidence_error,2242,0.17570295929908752,4.5344343185424805,0.9893809965635427,1,t_eq_value,1100.0,1.525856375694275,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_2,0,0.989380955696106,1,False,de_vertigo,2,18850,1,56.171875,0,MP9,0.989380955696106,high_confidence_error,2242,0.17570295929908752,4.5344343185424805,0.9893809965635427,2,first_kill_advantage_ct,1.0,0.8295563459396362,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_2,0,0.989380955696106,1,False,de_vertigo,2,18850,1,56.171875,0,MP9,0.989380955696106,high_confidence_error,2242,0.17570295929908752,4.5344343185424805,0.9893809965635427,3,eq_value_diff_ct,18850.0,0.6289533972740173,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_2,0,0.989380955696106,1,False,de_vertigo,2,18850,1,56.171875,0,MP9,0.989380955696106,high_confidence_error,2242,0.17570295929908752,4.5344343185424805,0.9893809965635427,4,helmet_diff_ct,5.0,0.4788045883178711,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_2,0,0.989380955696106,1,False,de_vertigo,2,18850,1,56.171875,0,MP9,0.989380955696106,high_confidence_error,2242,0.17570295929908752,4.5344343185424805,0.9893809965635427,5,armor_diff_ct,5.0,0.35691532492637634,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_2,0,0.989380955696106,1,False,de_vertigo,2,18850,1,56.171875,0,MP9,0.989380955696106,high_confidence_error,2242,0.17570295929908752,4.5344343185424805,0.9893809965635427,6,t_armor,0.0,0.11979171633720398,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_2,0,0.989380955696106,1,False,de_vertigo,2,18850,1,56.171875,0,MP9,0.989380955696106,high_confidence_error,2242,0.17570295929908752,4.5344343185424805,0.9893809965635427,7,grenade_diff_ct,16.0,0.11072348058223724,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_2,0,0.989380955696106,1,False,de_vertigo,2,18850,1,56.171875,0,MP9,0.989380955696106,high_confidence_error,2242,0.17570295929908752,4.5344343185424805,0.9893809965635427,8,ct_eq_value,19950.0,0.09280276298522949,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_2,0,0.989380955696106,1,False,de_vertigo,2,18850,1,56.171875,0,MP9,0.989380955696106,high_confidence_error,2242,0.17570295929908752,4.5344343185424805,0.9893809965635427,9,t_grenades,0.0,0.07542821019887924,toward_ct
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_2,0,0.989380955696106,1,False,de_vertigo,2,18850,1,56.171875,0,MP9,0.989380955696106,high_confidence_error,2242,0.17570295929908752,4.5344343185424805,0.9893809965635427,10,ct_smgs,4.0,0.07234451174736023,toward_ct
