model,profile,split,accuracy,log_loss,brier_score,ece10,auc
xgboost_untuned,canonical_event,train,0.758643687037102,0.49201706898155373,0.16359313733451483,0.03381647101328749,0.8412226873721678
xgboost_untuned,canonical_event,val,0.7418738049713193,0.5298345739381326,0.17833417180421834,0.013798604055962694,0.8020687872017316
xgboost_untuned,canonical_event,test,0.7453237410071942,0.5247534331448958,0.1762645347408764,0.01090835026338052,0.8088959225349904
xgboost_untuned,pre_round_control,train,0.6901611148162449,0.5602699907880313,0.19314095317222035,0.03281891808830946,0.7721470836725317
xgboost_untuned,pre_round_control,val,0.6504541108986616,0.5984608193174065,0.20855391345444865,0.019992545307901025,0.7140534464685515
xgboost_untuned,pre_round_control,test,0.649400479616307,0.5938227422692227,0.20602572865642044,0.020273802062492068,0.7228887685697788
