iteration,canonical_event_val_logloss,pre_round_control_val_logloss
140,0.5286161375500709,0.5963789900549132
141,0.5286270501073156,0.5963788305907413
142,0.52861383169621,0.5964056885973541
143,0.528611615318431,0.596410171371768
144,0.5286255492736411,0.5964084244000434
145,0.5286109937949464,0.5964078802937494
146,0.5285954371634043,0.5964015590455019
147,0.5285945054963694,0.5964026237575535
148,0.5285684220576534,0.5963749065267342
149,0.5285565287502925,0.5963756791914744
150,0.528535553782174,0.5963900054447276
151,0.5285308615939583,0.5964205823915505
152,0.5285070296354685,0.596414948478951
153,0.5285190973312008,0.5964139253013486
154,0.5285115762248441,0.5964324202912282
155,0.5284735249757435,0.5964241408698223
156,0.5284782458888277,0.5964309442669276
157,0.5284975461179238,0.5964533426120199
158,0.5284660818588601,0.5964663442496716
159,0.5284597177747824,0.596476584243549
160,0.5284586478180312,0.5964805777502971
161,0.5284430166695536,0.5965027469931523
162,0.5284156683218277,0.5965046336048329
163,0.5283691252206263,0.5965449919191369
164,0.5283573588927768,0.5965412579771544
165,0.528389932993527,0.5965212466459887
166,0.5283428219699721,0.5964848852359572
167,0.528347491412014,0.596501942671458
168,0.5283964238826044,0.5965263250185512
169,0.528379911249775,0.5965429722870358
170,0.5283862140703454,0.5965332113505549
171,0.5283744576382433,0.5965502111024863
172,0.5283999664783094,0.5965689423999991
173,0.5284065702372723,0.5965920296296421
174,0.5284440856680486,0.5965740305607975
175,0.5284204206395589,0.5965513772323164
176,0.5284119069158459,0.5965263296448916
177,0.5283852478087057,0.5965072139545591
178,0.5283611207341474,0.596478062989809
179,0.5283524167312604,0.5965117507885311
180,0.528376548712847,0.5964912110403177
181,0.5283842479260763,0.5965291769820289
182,0.5283641445654824,0.5965471432227544
183,0.5283425521909305,0.5965194882504262
184,0.5283391025356092,0.5965627438895605
185,0.5283169053471781,0.596572175966558
186,0.5283049188085064,0.5965951029450568
187,0.52830160656322,0.5966016341108307
188,0.528298833426215,0.596608385253817
189,0.5283125545007615,0.5966410845791678
190,0.5283007913172386,0.5966636563990048
191,0.5282857456331561,0.5966413431913533
192,0.5282797023184761,0.5966400064887029
193,0.5283006189399253,0.5966251560257139
194,0.5283011036236542,0.5966506889820042
195,0.5282844635082568,0.5966761627517877
196,0.5282883055289552,0.5966971250062624
197,0.5282700470455385,0.5967141628390255
198,0.5282640494525866,0.5967412953581982
199,0.5282506298054104,0.5967533835337896
200,0.5282561938986441,0.5967419101599778
201,0.5282722357425141,0.5967439458473767
202,0.5282794257750477,0.5967883655740648
203,0.5282826785849702,0.5968066474639171
204,0.5282910170036802,0.5968039838769019
205,0.5282824123244315,0.5967740547619795
206,0.5283090869251044,0.5967700756557845
207,0.5283120687297848,0.5967888556644285
208,0.5283194345235224,0.5968009845814872
209,0.5283250948822662,0.5968139532728238
210,0.5283526229191559,0.5968080511029291
211,0.5283489329282424,0.5968308864873887
212,0.5283905714181012,0.5968398751611296
213,0.5283792927444634,0.5968533656504237
214,0.5283656530073322,0.5968575744300254
215,0.5283697138053083,0.5968806268704074
216,0.5283419413696979,0.5968922165824131
217,0.5283610150889679,0.5969024303928596
218,0.5283545602073944,0.5969088592144294
219,0.5283604032883886,0.5969162475935186
220,0.5283655687709972,0.596906451725652
221,0.5283565446141222,0.5969385483636508
222,0.5283509385558918,0.5969453490415791
223,0.5283666291136903,0.5969672061265429
224,0.5283806134637687,0.5969868141869092
225,0.5283858219114218,0.597003046320916
226,0.5284267424486255,0.5970237471148137
227,0.528407881561661,0.5970222424394336
228,0.5283993456887645,0.5970096005999169
229,0.5283904556694964,0.5970382019313164
230,0.5284110758261956,0.5970408762799599
231,0.5284311625825813,0.5970497845808297
232,0.528445655564612,0.5970459648504934
233,0.5284438355365968,0.5970765291695928
234,0.5284598455157792,0.5970970768012716
235,0.5284565233895475,0.5971064138980017
236,0.5284291900156033,0.597083187669188
237,0.5284316976179959,0.5970628472364705
238,0.528417067181412,0.5970617505832709
239,0.5284345762962301,0.5970446658453723
240,0.5284547419244972,0.5970265895531586
241,0.528442050490718,0.5970147641787567
242,0.5284580268508027,0.5970212299237384
243,0.5285012822927209,0.5970340601125056
244,0.5285162086098635,0.5971026408798698
245,0.5284994663995086,0.5970969019286525
246,0.5284977759497043,0.5970954868045901
247,0.5284969914975789,0.5970982566215881
248,0.5285024794668781,0.597108611518835
249,0.5285071702754164,0.5971067922704463
250,0.5285018406332921,0.5971043041641143
251,0.5285407449866144,0.5970619021119469
252,0.5285396037509653,0.5970471025827202
253,0.528537107366569,0.5970586440292228
254,0.5285103749113765,0.5970500456833683
255,0.5285010518625589,0.597065825946796
256,0.5284753456185006,0.5970876038235984
257,0.5284537901221191,0.5971249282354179
258,0.5284390427020488,0.5971088881028307
259,0.5284161840211137,0.597097494902782
260,0.5284281567576138,0.5971023359805182
261,0.5284294531047148,0.5971144886298865
262,0.5284489039480811,0.5971284274465491
263,0.5284658567103478,0.5971281849650085
264,0.5284500062713523,0.59711517570961
265,0.5284398619670299,0.5971604832507053
266,0.5284604885265717,0.5971712253262809
267,0.528439253229086,0.5971261709166137
268,0.5284629820602952,0.5971220642080963
269,0.5284795634345913,0.5971121518722096
270,0.5284818816901341,0.5971107714921107
271,0.5284916713070209,0.597103967544982
272,0.528503817102298,0.5970920922810499
273,0.5284761054958079,0.5971023797717108
274,0.5284838820163233,0.5971055467661233
275,0.5284817644988585,0.5970676893409098
276,0.5285067150659101,0.597064622254772
277,0.5285093454522438,0.5970855463690384
278,0.5284909928133724,0.5971129746582532
279,0.5285035179476975,0.5970949918843261
280,0.5285091122670676,0.597106798086538
281,0.5284988139257419,0.5971350164025694
282,0.5284916317625947,0.5971601651837345
283,0.5284902850156725,0.5971728923262999
284,0.5284924644729333,0.5971909420486085
285,0.5285045644166001,0.5972067639883318
286,0.5285015768885375,0.597202068934307
287,0.5285035463701756,0.5972214595910076
288,0.5285032319326138,0.5972269825435005
289,0.5285222181837995,0.5972131235495185
290,0.5285419037343665,0.5972042791399593
291,0.5285497243713363,0.5972073741496365
292,0.5285442079644228,0.5972178400745464
293,0.5285523485778639,0.5972214440012598
294,0.5285319008675927,0.5972538832919543
295,0.5285161249367405,0.5972678677459273
296,0.5285414092076999,0.5972546314718032
297,0.5285444590838467,0.5972493856124839
298,0.5285299711671625,0.5972616243553233
299,0.5285460063765278,0.5972619570556776
300,0.5285409686118778,0.5972664666954868
301,0.5285633667300937,0.59726219703095
302,0.5285708846294643,0.5972966661376378
303,0.5285678676500504,0.5972751177971815
304,0.5286057915247623,0.5972576570103588
305,0.5285779008534772,0.5972329580203793
306,0.5285744416898844,0.5972466661717678
307,0.528568790931565,0.5972238480988008
308,0.5285667043800193,0.5972056420545323
309,0.5285672001525302,0.5971902622476805
310,0.5285925738137625,0.5971878126089329
311,0.5285777489206309,0.5971762484506469
312,0.5286205813836152,0.597186700194312
313,0.5286224357223198,0.5971811076880047
314,0.5286117959288452,0.5971989933008249
315,0.5286219604657277,0.597213988464108
316,0.5286526576379144,0.5972662239487841
317,0.5286591120485401,0.5972668632752989
318,0.5286789460716583,0.5972898780535435
319,0.5286673588389317,0.5972842390063716
320,0.5286626387504931,0.5972753451919196
321,0.5286778337908704,0.5972846517204459
322,0.5286995936973652,0.5973234498200236
323,0.5287051267096555,0.5973225154677569
324,0.5287007421854328,0.5973430892924937
325,0.5287356416861875,0.5973025315987542
326,0.5287383729039382,0.5973107473128213
327,0.5287797556351781,0.5973399518120364
328,0.5287789237308989,0.5973405558855766
329,0.5287900083950083,0.5973592457827515
330,0.528781276975701,0.5973569065359458
331,0.5287833666711281,0.5973837997599186
332,0.5287525690799864,0.5973893289034029
333,0.5287267859632516,0.5973776143575003
334,0.528732308098834,0.5973976075118492
335,0.5287304021289881,0.5973899925844816
336,0.5287231480615168,0.5974004890596767
337,0.5287300594159701,0.597389935196124
338,0.5287318916072719,0.5974102186342483
339,0.5287332749483376,0.597421933019885
340,0.5287414152139795,0.5974157775781629
341,0.5287610028832452,0.5974165249540115
342,0.5287604334858339,0.5974336150240881
343,0.5287670764958474,0.5974177573182056
344,0.5287565405204105,0.5974114067324066
345,0.5287571655349635,0.5974080262747531
346,0.5287491449005889,0.5974038455064473
347,0.5287428806592327,0.5973949756066071
348,0.5287778500207552,0.5973828830097376
349,0.5287835695653936,0.597402449130427
350,0.5287813234086643,0.5974174754595162
351,0.5287619680569692,0.597426747432447
352,0.5287800009608252,0.597455044309622
353,0.5287716030904464,0.5974582579397787
354,0.5287514066925303,0.5975135134453583
355,0.5287586292898017,0.5975372657096026
356,0.5287781436925947,0.5975524014938021
357,0.5287690500216937,0.5975263177288227
358,0.5287641955413931,0.597539010715678
359,0.5287417767113778,0.5975619683242612
360,0.5287431395108153,0.5975744463415437
361,0.5287316797670008,0.5975762094204856
362,0.5287501935135479,0.5975708246030079
363,0.5287407131384378,0.5975891932819295
364,0.5287176979475087,0.5975798935003166
365,0.528723472359434,0.5975838036722807
366,0.5287086486805944,0.5975945429262873
367,0.5287304123980215,0.5976405632289271
368,0.5287113928726993,0.5976362633765394
369,0.5287191730251836,0.5976602737318273
370,0.5287490454035518,0.5976444951907008
371,0.5287310266239851,0.5976510494882882
372,0.5287347779950996,0.5976962985244515
373,0.5287404844460194,0.5977195442372503
374,0.5287715443608085,0.5977399741352538
375,0.5287755736464314,0.5977347261790118
376,0.5287918305433182,0.5977780693602979
377,0.5288099438626159,0.5977891212647352
378,0.5288219197940266,0.5978133557903572
379,0.5288341956566035,0.5978390440357275
380,0.5288215455435024,0.5978381196174385
381,0.5288257044206081,0.5978673848438827
382,0.5288478451674187,0.5978780991475594
383,0.5288550491731019,0.5978652928872047
384,0.5288532760540897,0.5979049280943592
385,0.5288458424058287,0.5979025348557745
386,0.5288766774855144,0.5979291005275434
387,0.528875665539069,0.59792739283742
388,0.5288600241879458,0.597940856000332
389,0.528862048076023,0.5979536561040857
390,0.5288857996357377,0.5979683566420587
391,0.5289248019000495,0.5979921109745115
392,0.5288946432628322,0.5979792492990725
393,0.5289084475872164,0.5979808928581541
394,0.5288933540034321,0.5980081818411331
395,0.5289091362539613,0.5980180091414704
396,0.5289272283080696,0.5980228082336758
397,0.5289541185770019,0.5980533920168938
398,0.5289979855646045,0.5980673128091593
399,0.5290152261855963,0.5980757380864983
400,0.5290349284882836,0.5980820403797494
401,0.5290221334258085,0.5980703727661385
402,0.5290327273535662,0.5980900257740043
403,0.529046248215601,0.5981094203788091
404,0.5290651464253902,0.5981279382329473
405,0.5290599021853957,0.5981419435191417
406,0.5290574203104552,0.5981657853778309
407,0.5290655696741049,0.5981592486900643
408,0.5290919363301806,0.5981676881036291
409,0.5291065459841253,0.5981743144146104
410,0.5291125006034074,0.5981699578079727
411,0.5291193492901352,0.5981630181028827
412,0.5291349287916954,0.5981481967776694
413,0.5291490021279319,0.5981626656255017
414,0.5291553969454876,0.5981610262806324
415,0.5291404016869912,0.5981650337376311
416,0.5291569843036258,0.5981629525385748
417,0.5291883384975953,0.5981624092275444
418,0.5291961368093117,0.5981473349706233
419,0.52922068724427,0.5981857027623327
420,0.5292120573151112,0.5982025516304356
421,0.529220801052267,0.5982015677979844
422,0.5292202544203115,0.5982051746571729
423,0.5292271119328454,0.5982050714870433
424,0.5292438637050885,0.598204720888501
425,0.5292336135428726,0.598200230229175
426,0.5292345710942588,0.5981713486780269
427,0.5292386786658466,0.5982028571747459
428,0.529237793333028,0.5982025914309532
429,0.5292579921093058,0.5982043147645245
430,0.529269975924766,0.5982105897181493
431,0.5292695339047205,0.5981987753161697
432,0.5292972079445929,0.5982246505838118
433,0.5293090657347076,0.5982303254974202
434,0.5293062564821583,0.5982295142819577
435,0.5293370832746535,0.5982254995673651
436,0.529336578597372,0.5982231130823715
437,0.529340620374576,0.5982229071031
438,0.5293488459622705,0.5982215058030231
439,0.5293435757250708,0.5982382391931923
440,0.529372287888392,0.5982485412106712
441,0.5293874204560338,0.5982573938238378
442,0.5293874975326596,0.5982847364854097
443,0.5294001180580722,0.598283305963529
444,0.5294091113233179,0.5983074999488507
445,0.5294162146340327,0.5982861115555898
446,0.529454691875983,0.5982815114954103
447,0.5294567998217379,0.5982759954362402
448,0.5294695928394323,0.5982849229057943
449,0.5294755318317659,0.5983029991049648
450,0.5294779271811296,0.5983187012556592
451,0.529472743271595,0.5983293759255394
452,0.5294551103329442,0.5983311002348402
453,0.529481373463189,0.5983432954177038
454,0.5294636238908542,0.5983223482975549
455,0.529461936939603,0.5982957858968229
456,0.5294723473334305,0.598300529642836
457,0.5294744967323052,0.5982796660387718
458,0.5294908623785205,0.5982827211391955
459,0.529500873070385,0.5983066594611673
460,0.5295096647330075,0.5983020008683991
461,0.529523117460193,0.5983089945151294
462,0.5295422495415467,0.5983264271185371
463,0.529566042096789,0.5983389431884936
464,0.5295713232118097,0.5983497105298112
465,0.5296060248042357,0.5983421388477862
466,0.5296130551380416,0.5983387207180345
467,0.5296467798684117,0.5983314514598105
468,0.5296549163352804,0.5983395262540209
469,0.5296563659998021,0.5983240238937214
470,0.5296653472760783,0.5983200013336154
471,0.5296857657659368,0.5983158919399775
472,0.5296728555073845,0.5983273983593802
473,0.5296645586718713,0.5983604711084671
474,0.5296600316663964,0.5983712279855387
475,0.5296637939140799,0.5983697696260388
476,0.5296551865724429,0.5983606086553958
477,0.5296635304320667,0.5983637593622919
478,0.5296795271617164,0.5983644002900183
479,0.5296824406005252,0.5984085082696073
480,0.5296797143620335,0.5984034630272206
481,0.5296898008093045,0.598409773044172
482,0.5296827984434449,0.5984244634173957
483,0.5296920026232874,0.5984318646670557
484,0.5297004208489019,0.5984027960982545
485,0.5296842790632571,0.5984237415520839
486,0.5296858600637109,0.5984245150541574
487,0.5297090140003348,0.5984305363892128
488,0.5297225905114533,0.5984463019721787
489,0.5297059132759843,0.5984238777502754
490,0.5297252390498127,0.5984098955214378
491,0.5297254293468219,0.598417996976927
492,0.5297656349010185,0.5984190998940723
493,0.529775472866908,0.5984133922677027
494,0.529752888470432,0.5984141133174952
495,0.5297435901238383,0.5984360945054212
496,0.5297787845408578,0.5984603899519826
497,0.5297992688023125,0.5984372197005192
498,0.5297891772253384,0.5984524048125393
499,0.5298345737088523,0.5984608192876828
