model,split,accuracy,log_loss,brier_score,ece10,auc
constant_train_prior,train,0.5429493022929668,0.6894533450398066,0.2481553574325474,0.0,0.5
constant_train_prior,val,0.5350835322195704,0.6908080007751016,0.24883101610584596,0.007865770073396394,0.5
constant_train_prior,test,0.5244487056567594,0.6926395479297667,0.24974453286760484,0.01850059663620751,0.5
logistic_regression,train,0.6597363438749035,0.5913677495173314,0.20525118194297434,0.011650816275980625,0.7239364033562548
logistic_regression,val,0.655727923627685,0.6002952659027538,0.20879554496536132,0.020432890049116657,0.7154997085233008
logistic_regression,test,0.6584372003835091,0.5925383368538701,0.20550830005184348,0.008623594252799835,0.7272291678952645
xgboost_tuned,train,0.6609284061426267,0.5863786362305496,0.20381180655767808,0.009196375777172859,0.7297182715033428
xgboost_tuned,val,0.6503579952267303,0.5960376041155272,0.2075754272830879,0.011285225967909969,0.718595703958588
xgboost_tuned,test,0.6474113135186961,0.5917331887919193,0.20529449849711118,0.023197745861465936,0.7271219343412749
