source_subset,rounds,series,ct_win_rate,accuracy,accuracy_ci_lower_95,accuracy_ci_upper_95,accuracy_successful_bootstraps,auc,auc_ci_lower_95,auc_ci_upper_95,auc_successful_bootstraps,log_loss,log_loss_ci_lower_95,log_loss_ci_upper_95,log_loss_successful_bootstraps,brier_score,brier_score_ci_lower_95,brier_score_ci_upper_95,brier_score_successful_bootstraps,ece10,ece10_ci_lower_95,ece10_ci_upper_95,ece10_successful_bootstraps
online,2317,42,0.5105740181268882,0.6469572723349158,0.6292305709191973,0.6651084235192671,2000,0.7234667042359351,0.7033267576790896,0.7437757017175057,2000,0.5948905574776614,0.578847519049263,0.6122804361212077,2000,0.20669021000533347,0.20062743162326144,0.21292241815346924,2000,0.020873394772957674,0.015174042187446037,0.04307498675873028,2000
lan,1855,37,0.5417789757412399,0.6555256064690027,0.6275984569784138,0.6828089833708441,2000,0.732177348551361,0.7144964868902103,0.7481263289120826,2000,0.5871232662509435,0.573586220515511,0.6008204217860884,2000,0.20333997680041013,0.19749841225891823,0.20909094876370876,2000,0.025711114858224117,0.020233764944333817,0.048945369757340096,2000
