metric,lightgbm,xgboost,raw_difference_lightgbm_minus_xgboost,performance_advantage_lightgbm,performance_advantage_ci_lower_95,performance_advantage_ci_upper_95,ci_includes_zero,lightgbm_significantly_better,successful_bootstraps,bootstrap_unit
accuracy,0.6507670182166826,0.6474113135186961,0.003355704697986517,0.003355704697986517,-0.0015077539087828495,0.008272821767750004,True,False,2000,series_id_paired
auc,0.7278463079406734,0.7271219343412749,0.0007243735993984757,0.0007243735993984757,-0.0012885464861511265,0.0028776617722364446,True,False,2000,series_id_paired
log_loss,0.5914369800026945,0.5917331887919193,-0.0002962087892247611,0.0002962087892247611,-0.0009094956677325016,0.0016868951424228778,True,False,2000,series_id_paired
brier_score,0.20520059289240616,0.20529449849711118,-9.390560470501352e-05,9.390560470501352e-05,-0.00029107138705374155,0.0004673192928630206,True,False,2000,series_id_paired
ece10,0.018874543992825548,0.023197745861465936,-0.0043232018686403875,0.0043232018686403875,-0.0035029951611478607,0.01312576779276224,True,False,2000,series_id_paired
