round_stage,rounds,series,ct_win_rate,accuracy,accuracy_ci_lower_95,accuracy_ci_upper_95,accuracy_successful_bootstraps,auc,auc_ci_lower_95,auc_ci_upper_95,auc_successful_bootstraps,log_loss,log_loss_ci_lower_95,log_loss_ci_upper_95,log_loss_successful_bootstraps,brier_score,brier_score_ci_lower_95,brier_score_ci_upper_95,brier_score_successful_bootstraps,ece10,ece10_ci_lower_95,ece10_ci_upper_95,ece10_successful_bootstraps
early_01_10,1590,79,0.519496855345912,0.6522012578616352,0.6246953603889241,0.6765524879965081,2000,0.7377888771978752,0.7148864208060361,0.7587048753882317,2000,0.5861100879857856,0.5690457455019446,0.605256694171569,2000,0.20252940777497613,0.19576015328852298,0.2099125642430871,2000,0.028059272611826037,0.020214959034666125,0.055422129291050636,2000
middle_11_20,1583,79,0.5022109917877448,0.6468730259001895,0.625759233996137,0.6689861989293738,2000,0.7301527631452926,0.7105318209340723,0.7488778556944157,2000,0.5899826841873854,0.5763340347314828,0.6041869184647907,2000,0.20524167122782522,0.1995887889807751,0.21098265806924582,2000,0.0286579273924659,0.020450533385691465,0.056482045845213553,2000
late_21_plus,999,76,0.5675675675675675,0.6546546546546547,0.6191397781026213,0.6906237052688897,2000,0.7018338885622837,0.6696703422584372,0.7354847624733488,2000,0.6022196712764881,0.5799469187156965,0.6241991184133625,2000,0.20938693656782684,0.19990109205580336,0.21830542354481158,2000,0.0233595850279865,0.02279255541732182,0.06270697374914191,2000
