iteration,validation_binary_logloss
1,0.6857448685130676
2,0.6810392373486002
3,0.6765661108133855
4,0.672358398362372
5,0.6684364298766925
6,0.6648115085952587
7,0.6613143351689283
8,0.6580228085398174
9,0.6548636183807789
10,0.6518661966429615
11,0.6490450790239807
12,0.6463812459425665
13,0.6438996114358225
14,0.6415603884641465
15,0.6393642441385946
16,0.6372528101538222
17,0.6352165165196044
18,0.6332461220177247
19,0.6314112921699521
20,0.6297058482720297
21,0.6280297778313559
22,0.6264898378046473
23,0.625017395134724
24,0.6235486693292063
25,0.6221839351906753
26,0.620898434986128
27,0.6196622951672188
28,0.618481069873001
29,0.6173875538542345
30,0.6163632591556366
31,0.6153599442153421
32,0.6144267943967584
33,0.6135189314339276
34,0.6126440771003784
35,0.6118438495130474
36,0.6110654135608872
37,0.6103234081462493
38,0.6096309150612045
39,0.6089745443545166
40,0.6083400572566133
41,0.6077291211662414
42,0.6071446074314584
43,0.6066118850192358
44,0.606051015596696
45,0.6055554271805238
46,0.6050853666422507
47,0.6046028411575639
48,0.6041953213041827
49,0.6037786262044731
50,0.6033678509740082
51,0.602975539737267
52,0.602609383323381
53,0.6022619650385478
54,0.6019617059300673
55,0.6016762159462046
56,0.601382204695243
57,0.6010952295653441
58,0.6007867630660862
59,0.6005220323247604
60,0.6002478360335136
61,0.6000249565926785
62,0.5997849832261952
63,0.599558202340161
64,0.5993545785345589
65,0.5991802992503347
66,0.5990403706634317
67,0.5988434839851626
68,0.5986965545680968
69,0.5985757213654942
70,0.5984042669385222
71,0.5982731894340076
72,0.5981192878376853
73,0.5980137596948024
74,0.5979109933678358
75,0.597762376154027
76,0.5976752791984988
77,0.59755682326012
78,0.5974530532248081
79,0.5973100342874127
80,0.5972471028667974
81,0.5971539887738588
82,0.5970691408929258
83,0.5969857925930286
84,0.5968565591597961
85,0.5967762876908446
86,0.5967115678702923
87,0.596663516054991
88,0.5965722733110118
89,0.5965053870563953
90,0.5963871234590855
91,0.5963447776784154
92,0.5963078552925034
93,0.59625551924263
94,0.5962322427213084
95,0.5961907682548485
96,0.5961467796870651
97,0.596115280133897
98,0.5960785387170341
99,0.5960636044077143
100,0.596034049244544
101,0.5960377946748688
102,0.5959669420192768
103,0.595983198836826
104,0.5959687805272135
105,0.5959027291293412
106,0.5958906477820347
107,0.5958736316368386
108,0.5958420991323595
109,0.5958016540142937
110,0.5957634271162149
111,0.5957474736095195
112,0.5957120417162881
113,0.5956737293355285
114,0.5956548845611821
115,0.5956209002866791
116,0.5956340548778372
117,0.5956298521910736
118,0.5956467906435012
119,0.5956416208458527
120,0.5956448190090443
121,0.5956693668049193
122,0.5956699697005831
123,0.5956650001827813
124,0.5956502765404731
125,0.5956579024160249
126,0.5956468984850702
127,0.5956669087983961
128,0.595675679265458
129,0.5956602638140799
130,0.595666707447263
131,0.5956713347624663
132,0.5956674628243839
133,0.5956998004739833
134,0.5957351782567202
135,0.5957439171631517
136,0.5957676544068157
137,0.5957760487544956
138,0.5957855736211799
139,0.5957893166871812
140,0.5958065988612832
141,0.5957858924099572
142,0.595811533799826
143,0.5958026378877846
144,0.5957932787183027
145,0.5957922386180097
146,0.59580952915131
147,0.5957799456082749
148,0.5957826396609257
149,0.595754799427801
150,0.5957831040991819
151,0.5958235382538329
152,0.5958508025192875
153,0.5958608690343354
154,0.5958601827462378
155,0.5958840332702106
156,0.5958657372169047
157,0.5958726557336987
158,0.5958696612946829
159,0.5958774219093997
160,0.5958712322533993
161,0.595888366908964
162,0.5958912186221866
163,0.5958854570644346
164,0.5959264455754759
165,0.5959328977497477
166,0.5959285851784126
167,0.59596868510969
168,0.5959353131841071
169,0.5959501939933227
170,0.5959673538198025
171,0.595959952437605
172,0.595961132220443
173,0.5959578533527402
174,0.5959886040594281
175,0.5959973315374324
176,0.5959840839183908
177,0.5959681602381923
178,0.5959881305903029
179,0.5959744897083363
180,0.5959936420989552
181,0.5960195636765936
182,0.5960430674375229
183,0.5960795138521028
184,0.5960787460803008
185,0.596113140425141
186,0.5961227871961146
187,0.5961209748389332
188,0.5961106329368373
189,0.5961466513398496
190,0.5961516094677937
191,0.596157140876655
192,0.5961348718769328
193,0.5961321183896652
194,0.596097685264545
195,0.5960911406260874
196,0.59611077272571
197,0.5961150042399762
198,0.5961184301463391
199,0.5961234537139354
200,0.5961202789515189
201,0.5961467471331603
202,0.5961429431919402
203,0.5961877874679388
204,0.5962149066138777
205,0.5961979248098965
206,0.5961684545259957
207,0.5961647419049139
208,0.5961666441599935
209,0.5961607084025035
210,0.596185826463969
211,0.5961779033720422
212,0.5961821180203076
213,0.5961742570525045
214,0.5961594052086574
215,0.5961837623527536
