round_stage,rounds,series,ct_win_rate,accuracy,accuracy_ci_lower_95,accuracy_ci_upper_95,accuracy_successful_bootstraps,auc,auc_ci_lower_95,auc_ci_upper_95,auc_successful_bootstraps,log_loss,log_loss_ci_lower_95,log_loss_ci_upper_95,log_loss_successful_bootstraps,brier_score,brier_score_ci_lower_95,brier_score_ci_upper_95,brier_score_successful_bootstraps,ece10,ece10_ci_lower_95,ece10_ci_upper_95,ece10_successful_bootstraps
early_01_10,1588,79,0.5201511335012594,0.7657430730478589,0.7463521687060907,0.7849625254467854,2000,0.8317119787992602,0.8116089924443326,0.8497103944624964,2000,0.4991537141947923,0.47800596246227367,0.5205942854079195,2000,0.16499882771092836,0.15606442222210581,0.17415827875252154,2000,0.023152951916035284,0.017492584805810212,0.047401615045358135,2000
middle_11_20,1583,79,0.5022109917877448,0.7233101705622236,0.7052470041957503,0.7418972439275111,2000,0.798523449222616,0.7808502800626966,0.8155571775232645,2000,0.5372407479507801,0.5190014450467925,0.5559777151533358,2000,0.1826088701834869,0.1744114058860168,0.19069664594453786,2000,0.03075773657485261,0.021917160030950147,0.056719943728156114,2000
late_21_plus,999,76,0.5675675675675675,0.7377377377377378,0.7145722627872326,0.7635671581294017,2000,0.7813622705598012,0.7560963593915313,0.8075538662950823,2000,0.5427758551862079,0.5166053528804866,0.5672666513110536,2000,0.18302598246116444,0.17186393141389014,0.19333787709080325,2000,0.021790559346538407,0.022725918143113633,0.05921785224075335,2000
