first_kill_side,rounds,series,ct_win_rate,accuracy,accuracy_ci_lower_95,accuracy_ci_upper_95,accuracy_successful_bootstraps,auc,auc_ci_lower_95,auc_ci_upper_95,auc_successful_bootstraps,log_loss,log_loss_ci_lower_95,log_loss_ci_upper_95,log_loss_successful_bootstraps,brier_score,brier_score_ci_lower_95,brier_score_ci_upper_95,brier_score_successful_bootstraps,ece10,ece10_ci_lower_95,ece10_ci_upper_95,ece10_successful_bootstraps
CT,2343,79,0.7195902688860435,0.7426376440460948,0.7247656181903912,0.7597699944607313,2000,0.7000777284865425,0.6803507426021814,0.7176418052637495,2000,0.5276475986545656,0.508975117941834,0.5467346426219145,2000,0.17704862587993006,0.1688337876749656,0.18541247432268473,2000,0.013708465313098373,0.011552325841223865,0.03546103286894638,2000
T,1827,79,0.27476737821565406,0.7432950191570882,0.7200408469806825,0.7667762375422374,2000,0.7160986243704427,0.6900042060071122,0.7429498610310356,2000,0.5194652204875696,0.4946390234123577,0.544589393854492,2000,0.17466119646822179,0.16425670372871362,0.18537569455606293,2000,0.018877870743441754,0.017595675661377336,0.04485219174759501,2000
