first_kill_weapon_family,rounds,series,ct_win_rate,accuracy,accuracy_ci_lower_95,accuracy_ci_upper_95,accuracy_successful_bootstraps,auc,auc_ci_lower_95,auc_ci_upper_95,auc_successful_bootstraps,log_loss,log_loss_ci_lower_95,log_loss_ci_upper_95,log_loss_successful_bootstraps,brier_score,brier_score_ci_lower_95,brier_score_ci_upper_95,brier_score_successful_bootstraps,ece10,ece10_ci_lower_95,ece10_ci_upper_95,ece10_successful_bootstraps
rifle,2531,79,0.5104701698933228,0.7597787435796128,0.7427506208641195,0.7779787942183339,2000,0.8218271251408682,0.8042577713540315,0.8395540693527282,2000,0.5052768026551447,0.4849351433346327,0.5243458743724835,2000,0.16854267392558356,0.15998634834812622,0.1767966861938303,2000,0.016658940401516352,0.01407656769669854,0.03730034094270017,2000
sniper,712,79,0.6292134831460674,0.7275280898876404,0.6904353484887528,0.759588048984005,2000,0.7514204545454546,0.7103712629577379,0.7872777016529122,2000,0.5485441003997205,0.5143856670497202,0.587545646204264,2000,0.1854931127541962,0.17047215220639178,0.20246416211450974,2000,0.016506183340473955,0.020002134351200056,0.06320529449110814,2000
pistol,606,78,0.46204620462046203,0.6633663366336634,0.6160791942706983,0.7111757295206844,2000,0.7204809377738824,0.6648584508699275,0.7733975002031147,2000,0.6175241448454342,0.574754397824603,0.6650537729130336,2000,0.2140829899608876,0.1952872493893449,0.23417380458603984,2000,0.05427456998331332,0.03737429439769871,0.0999799589080476,2000
smg_shotgun,240,70,0.4875,0.7875,0.7338575268817205,0.8437538109756098,2000,0.886943228406643,0.8481932637645611,0.9262971853976494,2000,0.4292782218972076,0.3631711345227602,0.49232759074772114,2000,0.13727302482527565,0.11261868763286378,0.15978081704665759,2000,0.06994147105633894,0.056166818406870135,0.12549747274304043,2000
utility_other,81,51,0.6296296296296297,0.8148148148148148,0.7341326439650562,0.8889194139194136,2000,0.8313725490196079,0.7473281609195404,0.9096116968325793,2000,0.4774801165679206,0.38328965026578177,0.5827051189621919,2000,0.15553721633473597,0.1168859639692182,0.19815666346190816,2000,0.13846325522997124,0.10501702824441007,0.23069729027493596,2000
