equipment_band,rounds,series,ct_win_rate,accuracy,accuracy_ci_lower_95,accuracy_ci_upper_95,accuracy_successful_bootstraps,auc,auc_ci_lower_95,auc_ci_upper_95,auc_successful_bootstraps,log_loss,log_loss_ci_lower_95,log_loss_ci_upper_95,log_loss_successful_bootstraps,brier_score,brier_score_ci_lower_95,brier_score_ci_upper_95,brier_score_successful_bootstraps,ece10,ece10_ci_lower_95,ece10_ci_upper_95,ece10_successful_bootstraps
ct_major,1574,79,0.704574332909784,0.7630241423125794,0.7429362508750653,0.7832906799364306,2000,0.7776762946372301,0.7561637324814405,0.7998019191808348,2000,0.494340380459612,0.47250587718213133,0.5166488184736897,2000,0.16445350166161601,0.15522776737432975,0.17365014331130205,2000,0.017228176237612365,0.013161942268329127,0.043027293510823246,2000
t_major,928,78,0.21982758620689655,0.7952586206896551,0.7698132270920227,0.8194614787200993,2000,0.8080922976925577,0.7732074625723678,0.8423148913789635,2000,0.4171424537809899,0.38531039791490757,0.4494022972680835,2000,0.13358945725838134,0.12093149334310503,0.14641504917828468,2000,0.03309065555500027,0.022923293893962852,0.06191030609270199,2000
ct_moderate,708,79,0.5494350282485876,0.6991525423728814,0.6643202607317775,0.7324774571273329,2000,0.7063525960786842,0.670503281196937,0.7387569540283085,2000,0.6091671236568489,0.5809842067372584,0.6394182063054192,2000,0.20931659803369917,0.1960780016305384,0.22347920797079057,2000,0.01123372008468631,0.010061975481423612,0.05351532591279964,2000
balanced,696,79,0.49712643678160917,0.6853448275862069,0.6501892311857703,0.7224671264642759,2000,0.7149174236168455,0.6771805492867096,0.7568029205488388,2000,0.6191291259462817,0.5884162259207841,0.6477037660164006,2000,0.21410762007471434,0.19962071030404602,0.22770270563096126,2000,0.028943041154541084,0.01602626071807249,0.06591643928782685,2000
t_moderate,264,71,0.5303030303030303,0.7083333333333334,0.6518711883847144,0.7636519184237814,2000,0.7471774193548388,0.6842249237424904,0.8088164602291876,2000,0.5982467057522267,0.5512434320284723,0.6474427719703258,2000,0.2041479297465743,0.18234356811147637,0.2269543777779072,2000,0.03160038874915984,0.021159567433219967,0.10205203001874912,2000
