first_kill_headshot_label,rounds,series,ct_win_rate,accuracy,accuracy_ci_lower_95,accuracy_ci_upper_95,accuracy_successful_bootstraps,auc,auc_ci_lower_95,auc_ci_upper_95,auc_successful_bootstraps,log_loss,log_loss_ci_lower_95,log_loss_ci_upper_95,log_loss_successful_bootstraps,brier_score,brier_score_ci_lower_95,brier_score_ci_upper_95,brier_score_successful_bootstraps,ece10,ece10_ci_lower_95,ece10_ci_upper_95,ece10_successful_bootstraps
non_headshot,2224,79,0.5746402877697842,0.7482014388489209,0.7345279059109735,0.7616305461537474,2000,0.804378538083091,0.7906162831221425,0.8175450220994949,2000,0.5200840117139499,0.5038801739111439,0.5369898748166352,2000,0.17435121894095967,0.16777616436027512,0.18103853864412583,2000,0.02010366915743457,0.01674277746312522,0.040824738553492015,2000
headshot,1946,79,0.4676258992805755,0.736896197327852,0.7165143284994808,0.7566904662368809,2000,0.8073534091391235,0.7875785281436639,0.8270320041231334,2000,0.5286096811030896,0.5070851756461551,0.5494661558382465,2000,0.1778899411405051,0.16879457677048437,0.18687251703177077,2000,0.02931990125649167,0.02270668823230588,0.05062319941502626,2000
