source_subset,rounds,series,ct_win_rate,accuracy,accuracy_ci_lower_95,accuracy_ci_upper_95,accuracy_successful_bootstraps,auc,auc_ci_lower_95,auc_ci_upper_95,auc_successful_bootstraps,log_loss,log_loss_ci_lower_95,log_loss_ci_upper_95,log_loss_successful_bootstraps,brier_score,brier_score_ci_lower_95,brier_score_ci_upper_95,brier_score_successful_bootstraps,ece10,ece10_ci_lower_95,ece10_ci_upper_95,ece10_successful_bootstraps
online,2316,42,0.5107944732297064,0.7474093264248705,0.7331140498902711,0.7623234056266549,2000,0.813579624259236,0.7979537669419493,0.8289036970590606,2000,0.5195832008121801,0.50195145082724,0.5369312228261307,2000,0.1737185071517368,0.1665421148240494,0.18075658383025414,2000,0.021607035966111573,0.01766735173415926,0.04268473698287689,2000
lan,1854,37,0.5420711974110033,0.7373247033441208,0.7184054963865734,0.7579942089750508,2000,0.8010190508001804,0.783576482242386,0.8203786242854536,2000,0.52965835404392,0.5085581773374098,0.5477361657667031,2000,0.17885591899713854,0.16950615576855607,0.18690922568051638,2000,0.025119902912383966,0.016666430245829707,0.05028075405192881,2000
