shap_rank,feature,mean_abs_shap,mean_signed_shap,max_abs_shap
1,eq_value_diff_ct,0.44227361601285065,-0.028218750976477136,1.55964255761378
2,ct_eq_value,0.10736698719199095,0.037215529422062944,0.772333594441713
3,t_eq_value,0.10501395829436123,-0.0396517552042324,1.1325571178185576
4,helmet_diff_ct,0.10476126036253293,-0.01579446120606669,0.591783828093122
5,grenade_diff_ct,0.06526352374120256,-0.005789853862319637,0.31365883753512763
6,rifle_diff_ct,0.043106990552797216,0.0013232588618466497,0.28395981211534876
7,ct_armor,0.04128201535636496,0.002315430218277542,0.2956201696913905
8,score_diff_ct,0.029448266809974553,0.0003750883903135869,0.13103716072527197
9,ct_m4a1_s,0.02720929854130908,-0.0031165916243456097,0.0703052195474632
10,armor_diff_ct,0.026840052686476077,-0.003491799859981436,0.21708208000302537
11,t_armor,0.020237407760482225,-0.0036279030045092463,0.23102325096637358
12,map_name_de_inferno,0.018282780322972297,-0.003606128083331977,0.09254120056179191
13,t_cash,0.00952160419425922,-0.0017818384463933593,0.07533689000394815
14,ct_cash,0.006948286025231961,0.0007770790023444725,0.08565491269704247
15,map_name_de_overpass,0.006496982165452109,-0.00012758746199517405,0.050399696235743086
16,cash_diff_ct,0.006007977754783977,-0.0002293047436826182,0.07161801551067157
17,map_name_de_dust2,0.004959734787844172,0.00089133857146902,0.053794216425612114
18,t_rifles,0.004957193314051593,0.0005836240430802877,0.04251184587240728
19,t_ak47,0.004158608635909235,0.0011554090966860776,0.06939582762427503
20,ct_helmets,0.004101646322554995,-0.00039859560625125033,0.0306530145885893
21,ct_score,0.0038938138000721234,0.00020420182455798777,0.05006073330684999
22,ct_grenades,0.003702700450714449,0.00042167028056239707,0.028411793499283928
23,smg_diff_ct,0.003557567553552706,7.222567346535197e-05,0.03495345874146522
24,ct_m4a4,0.003307859886541971,0.0007233171321688291,0.047410515271649974
25,t_helmets,0.003269534963001075,-0.0012477417570522786,0.020137926728692166
26,t_grenades,0.00322708310794134,-0.002007645065632401,0.05871279325071422
27,map_name_de_ancient,0.003130266300320263,-1.709822763044117e-06,0.037787781953129713
28,round_num,0.0030269219900856646,0.00015786194709602956,0.1558221444287925
29,ct_defuse_kits,0.0027273037130354123,-0.0016800378858654742,0.07507666170158457
30,t_score,0.0026471305787654133,0.0003477772229746317,0.02866617207030555
31,ct_ak47,0.0026320097712086506,-0.00020941747339036008,0.025100416370725197
32,map_name_de_nuke,0.002565051122504236,-4.5902669089628804e-05,0.023528617553544146
33,map_name_de_vertigo,0.0024758466795965954,0.0002490965977973043,0.04753629660059438
34,ct_smgs,0.001963392830448641,-0.00018577760572433474,0.0422394573047203
35,ct_rifles,0.0018004728046926506,0.0004006365225491809,0.012710676284605269
36,ct_awp,0.0015058939779369947,2.3242077281511498e-05,0.020284660184651263
37,awp_diff_ct,0.001463536087363548,0.0001251599064153069,0.013785326544124746
38,t_smgs,0.0010337597757530338,0.00010649323168842661,0.022389703798091107
39,t_awp,0.0008426263655148248,-0.0004527377087274324,0.009127097235793842
40,t_m4a4,0.00035569301737692084,-4.028826461097606e-05,0.022055614655830894
41,map_name_de_train,0.00011133195390335593,5.950333806550253e-06,0.01522158732414329
42,map_name_de_mirage,0.0,0.0,0.0
43,t_m4a1_s,0.0,0.0,0.0
