feature,gain_rank,gain_normalized,permutation_rank,auc_decrease_mean,auc_decrease_std,shap_rank,mean_abs_shap,mean_rank
eq_value_diff_ct,1,0.5616563406148349,1,0.07230823622803259,0.006270930597923063,1,0.44227361601285065,1.0
helmet_diff_ct,2,0.08875927054223474,2,0.004215119493424457,0.001126497541242992,4,0.10476126036253293,2.6666666666666665
ct_eq_value,4,0.06838699775778861,3,0.0030492396668778897,0.0013920789867805962,2,0.10736698719199095,3.0
t_eq_value,5,0.05112471355993964,6,0.0026042664902399424,0.0017806211827267788,3,0.10501395829436123,4.666666666666667
grenade_diff_ct,3,0.0876318675270258,14,0.0002881311460605551,0.0009185814989787045,5,0.06526352374120256,7.333333333333333
score_diff_ct,9,0.010353835756167364,5,0.0026486803016452674,0.0013431612432832688,8,0.029448266809974553,7.333333333333333
ct_armor,8,0.014326426732501325,8,0.0010423193592616008,0.0010176471307114222,7,0.04128201535636496,7.666666666666667
rifle_diff_ct,7,0.02564013216239666,11,0.0004882985271568608,0.0012778442524797433,6,0.043106990552797216,8.0
armor_diff_ct,6,0.025950500610128095,10,0.0005591406296071632,0.0007738936866014007,10,0.026840052686476077,8.666666666666666
ct_m4a1_s,14,0.00521691855141573,4,0.002763682817199309,0.0011129644000861774,9,0.02720929854130908,9.0
t_armor,10,0.00674332657589007,9,0.000808951041605177,0.0008616788976229371,11,0.020237407760482225,10.0
map_name_de_inferno,17,0.002916224493628459,7,0.0010480035438903633,0.0007897092878773183,12,0.018282780322972297,12.0
ct_cash,13,0.005696568933537745,23,5.972713149429709e-05,0.0003526422484635101,14,0.006948286025231961,16.666666666666668
map_name_de_overpass,25,0.0012430113926360814,12,0.0004533986701656445,0.0004996292061966572,15,0.006496982165452109,17.333333333333332
t_rifles,18,0.002668903583447996,18,0.00017678562872259774,0.0002947098610849937,18,0.004957193314051593,18.0
ct_helmets,26,0.001229951707589705,13,0.0003605973012619446,0.0002456968014359751,20,0.004101646322554995,19.666666666666668
t_grenades,20,0.0019931963982037504,16,0.0001914827302145927,0.000228187113534578,26,0.00322708310794134,20.666666666666668
cash_diff_ct,11,0.0060257674549309605,37,-3.398992672652979e-05,0.0003444046947779974,16,0.006007977754783977,21.333333333333332
map_name_de_dust2,31,0.0010172775014900357,17,0.00018293629658837075,0.0002609065713884523,17,0.004959734787844172,21.666666666666668
round_num,15,0.0038084780927829195,22,7.606556289432853e-05,0.00014951266198217204,28,0.0030269219900856646,21.666666666666668
t_helmets,21,0.001744048083710562,19,0.00011064291295623808,9.48370924316123e-05,25,0.003269534963001075,21.666666666666668
t_cash,12,0.006009985163128887,41,-0.00016592405606835614,0.0004831294546702376,13,0.00952160419425922,22.0
t_ak47,28,0.001111705722373694,21,7.838646097476642e-05,0.00020607729617340607,19,0.004158608635909235,22.666666666666668
ct_grenades,16,0.0031992630759784028,36,-3.0344446615010456e-05,0.00023814148694679377,22,0.003702700450714449,24.666666666666668
ct_m4a4,24,0.0014298631844678888,26,1.6695492643115096e-05,0.00026259923467638946,24,0.003307859886541971,24.666666666666668
map_name_de_ancient,32,0.0008538617868542916,15,0.0001964182380431889,0.00018402632258082382,27,0.003130266300320263,24.666666666666668
ct_score,22,0.001572948417339675,34,-2.3162908385976343e-05,0.00016960529275260617,21,0.0038938138000721234,25.666666666666668
smg_diff_ct,23,0.00152652732007294,39,-0.0001395015240757136,0.00016940516930162436,23,0.003557567553552706,28.333333333333332
ct_rifles,34,0.0006660667720468827,20,8.693865365329567e-05,9.564380933538353e-05,35,0.0018004728046926506,29.666666666666668
t_score,19,0.0025420594457666434,40,-0.00015418134841074237,0.00020318698985199952,30,0.0026471305787654133,29.666666666666668
ct_ak47,33,0.0008109084857911807,27,1.3712303547147586e-05,8.98910362797844e-05,31,0.0026320097712086506,30.333333333333332
ct_smgs,29,0.001066200977576871,35,-2.9520902134894113e-05,0.00012936716040412455,34,0.001963392830448641,32.666666666666664
ct_defuse_kits,27,0.0011680015520444391,43,-0.00028014334050841525,0.00017703787515383325,29,0.0027273037130354123,33.0
t_awp,39,0.0002509517662692005,24,2.801203042983036e-05,3.562439342080374e-05,39,0.0008426263655148248,34.0
awp_diff_ct,35,0.000647308199121335,32,-1.1287742525278865e-05,0.00010976045429071557,37,0.001463536087363548,34.666666666666664
map_name_de_vertigo,30,0.0010509365360497815,42,-0.00027515024215671866,0.00012316483430130102,33,0.0024758466795965954,35.0
t_m4a4,40,0.0001924060460652166,25,1.933889765282637e-05,7.632629046793268e-05,40,0.00035569301737692084,35.0
t_smgs,36,0.0006083147079158342,31,-2.3496933420630306e-06,6.872487706172907e-05,38,0.0010337597757530338,35.0
ct_awp,38,0.0005202896445676992,33,-2.2707943253569285e-05,0.00011543009939099374,36,0.0015058939779369947,35.666666666666664
map_name_de_nuke,37,0.0005720643752043668,38,-4.6089695627254955e-05,0.00024581630405210944,32,0.002565051122504236,35.666666666666664
map_name_de_mirage,42,0.0,28,0.0,0.0,42,0.0,37.333333333333336
map_name_de_train,41,6.657878908355849e-05,30,-2.148126511258841e-06,2.2099383048777818e-06,41,0.00011133195390335593,37.333333333333336
t_m4a1_s,43,0.0,29,0.0,0.0,43,0.0,38.333333333333336
