iteration,validation_binary_logloss
1,0.6824298550540588
2,0.6747755030275122
3,0.6674604755618996
4,0.6627545736548481
5,0.6582890391886533
6,0.6518545264864993
7,0.6458647561272352
8,0.6402424430825306
9,0.6367417008904683
10,0.6315503357900344
11,0.6266416238571406
12,0.6219405306866161
13,0.6174201866234461
14,0.6132157709518158
15,0.6092312006783966
16,0.6054658750709394
17,0.6018496542136483
18,0.5984279548883712
19,0.5962706204709035
20,0.5930740531844754
21,0.5900892902065054
22,0.5871890661845776
23,0.5845050797964513
24,0.581913224813262
25,0.5794843392156529
26,0.5771852098724088
27,0.5749902205164718
28,0.5728825106240406
29,0.5708872503894394
30,0.5689630144686527
31,0.5671492882331051
32,0.5660336806149816
33,0.564364113936138
34,0.5628127578759523
35,0.5612509807566927
36,0.559818022233426
37,0.5584645611917174
38,0.5571555530807188
39,0.5559218545943145
40,0.5547079476066823
41,0.5536025519704355
42,0.5527503399961624
43,0.5516538530039069
44,0.5506485246551632
45,0.5497120740696696
46,0.5487965487875197
47,0.5479256837889129
48,0.5470919996813829
49,0.5462593616922482
50,0.5457439595075823
51,0.5450337028972994
52,0.5445608840896833
53,0.5440502312363298
54,0.5433833823914695
55,0.5427682911762073
56,0.5423946678840428
57,0.5419714132427039
58,0.5414267278197737
59,0.54084421650697
60,0.5403205279995339
61,0.5398002084861774
62,0.5393224931873292
63,0.5388602577339213
64,0.5384061318239872
65,0.5379946425359243
66,0.537606710721039
67,0.537223437106147
68,0.5368360917032501
69,0.5365044481769614
70,0.5361655556590255
71,0.5358364921958497
72,0.5355661588649316
73,0.5352746382295427
74,0.53498240114107
75,0.5347050027385004
76,0.5344590642438343
77,0.5342187639398323
78,0.5339865747688003
79,0.5337591056021879
80,0.5335487285821267
81,0.5333484278588136
82,0.5331705599014847
83,0.5330202906488589
84,0.532843912297093
85,0.5326747375985577
86,0.5325003153850381
87,0.5323428504680338
88,0.5321845692463374
89,0.5320591571176493
90,0.5319000214120098
91,0.5317584795611888
92,0.531644512039008
93,0.5315431758379171
94,0.5314395204667042
95,0.531312545387004
96,0.531202769391043
97,0.5311141139966583
98,0.5310346494975333
99,0.5309429904662935
100,0.5308616809048243
101,0.5307471787437102
102,0.530658750276723
103,0.5305491196571764
104,0.5304919191375782
105,0.5303954387261385
106,0.5303266016132824
107,0.5302576447070657
108,0.5301863380624929
109,0.5301119853545134
110,0.5300457685173694
111,0.529981574858625
112,0.5299550634937786
113,0.5298774151702355
114,0.5298166384704969
115,0.5297814159026722
116,0.5297338792025711
117,0.5296919332032142
118,0.5296749873128892
119,0.5296294648769038
120,0.5295981343527811
121,0.5295379573365945
122,0.5295153733166054
123,0.5294776474948734
124,0.5294282210405263
125,0.5293848883978859
126,0.5293540998204094
127,0.5293453657980765
128,0.5293089989942025
129,0.5292608796292518
130,0.5292352325801272
131,0.5292041136492365
132,0.5291758346457457
133,0.5290952184279588
134,0.5290771076423102
135,0.5290599923921466
136,0.5290290344273642
137,0.5290074010294744
138,0.528977634609073
139,0.5289648712829559
140,0.5289580563395309
141,0.5289287241410074
142,0.5289095639920826
143,0.5288884494760595
144,0.5288255658442669
145,0.5287869745096717
146,0.5287899362406376
147,0.5287525316601287
148,0.5287151791054449
149,0.5287000052033334
150,0.5286899366830059
151,0.5286517741633487
152,0.528646482852359
153,0.5286235260063925
154,0.5286015549599664
155,0.5286025572567707
156,0.5285712233916299
157,0.528525233253732
158,0.5285084715710937
159,0.5284778105145467
160,0.5284337732490633
161,0.5284078727328065
162,0.5284104687760278
163,0.5283890114436849
164,0.5283810936079415
165,0.5283566687220387
166,0.5283543810270506
167,0.5283427998981578
168,0.5283417936009818
169,0.5283365594977429
170,0.528334405806316
171,0.5282888947704788
172,0.5282505201559721
173,0.5282401832772384
174,0.5282392236644906
175,0.5282606723565836
176,0.5282494444100199
177,0.5282710813767705
178,0.5282685992368082
179,0.528260189987745
180,0.5282437788749896
181,0.5282341449565991
182,0.5282104201381269
183,0.5281825391615289
184,0.5281885286444978
185,0.5281852627370982
186,0.5281890288550422
187,0.5281641075836543
188,0.528148085419723
189,0.5281632346602717
190,0.5281656306845766
191,0.528153113079546
192,0.5281495699358344
193,0.5281370759315643
194,0.5281192803575586
195,0.5281026483102228
196,0.5280962934736425
197,0.5280954462332164
198,0.5281072689832287
199,0.5280867941441761
200,0.5280534613012922
201,0.5280326617723433
202,0.5280244650389337
203,0.5280187872822257
204,0.528013492198156
205,0.5280214195480852
206,0.5280237120865575
207,0.5280012091578219
208,0.5279817986475152
209,0.5279717091882298
210,0.5279723934526211
211,0.527968349377582
212,0.5279883421040231
213,0.5280012109529781
214,0.5280111105398853
215,0.5279988110009152
216,0.5279938188079712
217,0.5280310607088383
218,0.5280386436291704
219,0.5280566930456532
220,0.5280718665254013
221,0.528067518963928
222,0.5280583055456691
223,0.5280564789456251
224,0.5280627595866322
225,0.5280652745761426
226,0.5280702363125003
227,0.5280741882729529
228,0.5280646388178036
229,0.5280482965941574
230,0.5280448682772594
231,0.5280443273686826
232,0.5280373607470458
233,0.5280461764381712
234,0.5280127810822239
235,0.5280074387055115
236,0.5280350835185502
237,0.5280103842907214
238,0.5280379823868802
239,0.5280522217034235
240,0.5280660979250186
241,0.5280572203539072
242,0.5280685531443953
243,0.5280672384820342
244,0.5280922980771028
245,0.5281047106467488
246,0.5281104332552821
247,0.5281025440872397
248,0.5280854146502928
249,0.528091600761536
250,0.5280890550029288
251,0.5280723227919434
252,0.5280821569318419
253,0.5280610735131054
254,0.5280523109882332
255,0.5280631729578329
256,0.5280706408290206
257,0.5280598841826065
258,0.5280493290616599
259,0.5280346062872929
260,0.5280479798174532
261,0.5280572022919212
262,0.5280862508528026
