metric,lightgbm,xgboost,raw_difference_lightgbm_minus_xgboost,performance_advantage_lightgbm,performance_advantage_ci_lower_95,performance_advantage_ci_upper_95,ci_includes_zero,lightgbm_significantly_better,successful_bootstraps,bootstrap_unit
accuracy,0.6507670182166826,0.6474113135186961,0.0033557046979865,0.0033557046979865,-0.0015077539087828,0.00827282176775,True,False,2000,series_id_paired
auc,0.7278463079406734,0.7271219343412749,0.0007243735993984,0.0007243735993984,-0.0012885464861511,0.0028776617722364,True,False,2000,series_id_paired
log_loss,0.5914369800026945,0.5917331887919193,-0.0002962087892247,0.0002962087892247,-0.0009094956677325,0.0016868951424228,True,False,2000,series_id_paired
brier_score,0.2052005928924061,0.2052944984971111,-9.390560470501352e-05,9.390560470501352e-05,-0.0002910713870537,0.000467319292863,True,False,2000,series_id_paired
ece10,0.0188745439928255,0.0231977458614659,-0.0043232018686403,0.0043232018686403,-0.0035029951611478,0.0131257677927622,True,False,2000,series_id_paired
